,Customer_ID,Age,Subscription_Length_(months),Monthly_Fee,Usage_Rate,Referral_Count,Customer_Satisfaction,Service_Tier,Payment_Method,Active_Status,Auto-Renewal,Join_Date,Annual_Expenditure,Average_Monthly_Discount,Profitability
19079,19080,64,9,90.0,7,4,3,VIP,Bank Transfer,True,True,2023-05-03,1080.0,10.0,63.0
19080,19081,27,12,30.0,21,9,5,Basic,PayPal,True,False,2024-06-10,360.0,0.0,63.0
19081,19082,22,13,75.0,14,8,4,Premium,PayPal,False,False,2024-02-27,900.0,0.0,105.0
19082,19083,69,16,90.0,17,4,5,VIP,Credit Card,True,True,2024-06-03,1080.0,10.0,153.0
19083,19084,65,13,90.0,18,2,4,VIP,Credit Card,True,True,2024-03-24,1080.0,10.0,162.0
19084,19085,43,23,100.0,11,4,3,VIP,Bank Transfer,True,False,2023-08-27,1200.0,0.0,110.0
19085,19086,39,14,67.5,12,0,3,Premium,Credit Card,True,True,2023-02-16,810.0,7.5,81.0
19086,19087,61,7,90.0,0,4,1,VIP,Bank Transfer,False,True,2024-03-05,1080.0,10.0,0.0
19087,19088,40,2,25.0,12,0,4,VIP,Credit Card,True,False,2024-02-08,300.0,0.0,30.0
19088,19089,30,12,100.0,3,3,3,VIP,Bank Transfer,False,False,2023-03-19,1200.0,0.0,30.0
19089,19090,26,24,50.0,12,7,3,Standard,PayPal,True,False,2023-04-04,600.0,0.0,60.0
19090,19091,66,17,75.0,17,2,5,Premium,Credit Card,True,False,2024-05-07,900.0,0.0,127.5
19091,19092,37,24,100.0,7,3,3,VIP,Bank Transfer,False,False,2023-09-19,1200.0,0.0,70.0
19092,19093,45,5,25.0,18,1,5,VIP,Credit Card,False,True,2023-07-27,300.0,0.0,45.0
19093,19094,61,20,100.0,21,0,4,VIP,Bank Transfer,True,False,2023-11-06,1200.0,0.0,210.0
19094,19095,54,10,100.0,7,2,3,VIP,Credit Card,False,False,2022-11-01,1200.0,0.0,70.0
19095,19096,41,18,90.0,8,0,3,VIP,Credit Card,False,True,2023-04-09,1080.0,10.0,72.0
19096,19097,61,3,25.0,16,0,5,Premium,Bank Transfer,True,True,2024-05-15,300.0,0.0,40.0
19097,19098,50,13,100.0,0,3,1,VIP,Bank Transfer,True,False,2024-07-10,1200.0,0.0,0.0
19098,19099,37,13,75.0,11,0,4,Premium,Bank Transfer,True,False,2023-09-13,900.0,0.0,82.5
19099,19100,65,10,75.0,19,2,5,Premium,Credit Card,False,False,2023-03-10,900.0,0.0,142.5
19100,19101,47,2,25.0,0,4,1,Premium,Bank Transfer,True,True,2024-02-01,300.0,0.0,0.0
19101,19102,61,16,90.0,8,0,4,VIP,Bank Transfer,True,True,2024-05-14,1080.0,10.0,72.0
19102,19103,26,4,25.0,20,7,5,Basic,PayPal,False,True,2023-08-27,300.0,0.0,50.0
19103,19104,62,19,90.0,17,0,4,VIP,Credit Card,False,True,2023-03-21,1080.0,10.0,153.0
19104,19105,66,5,25.0,13,2,3,Premium,Bank Transfer,True,False,2024-01-04,300.0,0.0,32.5
19105,19106,34,7,67.5,19,2,5,Premium,Bank Transfer,True,True,2022-09-07,810.0,7.5,128.25
19106,19107,53,9,100.0,9,1,3,VIP,Bank Transfer,False,False,2023-07-26,1200.0,0.0,90.0
19107,19108,31,5,25.0,20,0,4,Premium,Bank Transfer,True,False,2024-03-04,300.0,0.0,50.0
19108,19109,36,8,90.0,11,4,4,VIP,Credit Card,True,True,2023-12-03,1080.0,10.0,99.0
19109,19110,24,2,25.0,14,8,3,Standard,PayPal,False,False,2024-06-07,300.0,0.0,35.0
19110,19111,20,22,75.0,17,5,5,Premium,Venmo,False,False,2023-04-24,900.0,0.0,127.5
19111,19112,50,24,67.5,18,4,5,Premium,Credit Card,False,True,2023-11-04,810.0,7.5,121.5
19112,19113,61,20,90.0,6,3,2,VIP,Bank Transfer,False,True,2023-07-07,1080.0,10.0,54.0
19113,19114,49,20,90.0,16,2,5,VIP,Credit Card,False,True,2024-02-03,1080.0,10.0,144.0
19114,19115,64,7,75.0,0,4,3,Premium,Bank Transfer,True,False,2023-10-28,900.0,0.0,0.0
19115,19116,28,4,25.0,12,6,4,Basic,Venmo,True,True,2024-06-30,300.0,0.0,30.0
19116,19117,59,21,90.0,16,1,4,VIP,Bank Transfer,False,True,2024-08-26,1080.0,10.0,144.0
19117,19118,19,15,30.0,20,7,5,Basic,PayPal,True,False,2023-04-23,360.0,0.0,60.0
19118,19119,43,18,100.0,0,3,2,VIP,Credit Card,True,False,2024-05-16,1200.0,0.0,0.0
19119,19120,21,2,25.0,12,8,3,Premium,PayPal,True,True,2023-03-27,300.0,0.0,30.0
19120,19121,34,14,75.0,8,1,3,Premium,Credit Card,False,False,2022-09-04,900.0,0.0,60.0
19121,19122,34,10,100.0,20,1,5,VIP,Bank Transfer,False,False,2023-05-15,1200.0,0.0,200.0
19122,19123,45,5,25.0,3,0,1,VIP,Bank Transfer,False,True,2023-08-10,300.0,0.0,7.5
19123,19124,47,12,90.0,6,2,2,VIP,Credit Card,False,True,2024-03-05,1080.0,10.0,54.0
19124,19125,57,10,100.0,1,4,1,VIP,Credit Card,True,False,2023-04-29,1200.0,0.0,10.0
19125,19126,40,18,67.5,21,0,5,Premium,Bank Transfer,False,True,2024-06-26,810.0,7.5,141.75
19126,19127,63,6,100.0,13,0,4,VIP,Bank Transfer,False,True,2022-10-04,1200.0,0.0,130.0
19127,19128,41,22,75.0,0,0,3,Premium,Credit Card,True,False,2023-03-21,900.0,0.0,0.0
19128,19129,46,12,67.5,3,3,3,Premium,Credit Card,True,True,2023-08-10,810.0,7.5,20.25
19129,19130,21,24,45.0,15,8,4,Standard,Venmo,False,True,2023-08-10,540.0,5.0,67.5
19130,19131,55,1,25.0,19,3,5,Premium,Credit Card,True,False,2023-02-26,300.0,0.0,47.5
19131,19132,46,7,90.0,18,3,5,VIP,Bank Transfer,False,True,2023-09-30,1080.0,10.0,162.0
19132,19133,36,12,67.5,12,4,4,Premium,Bank Transfer,True,True,2023-01-21,810.0,7.5,81.0
19133,19134,44,7,75.0,2,3,3,Premium,Credit Card,True,False,2024-07-11,900.0,0.0,15.0
19134,19135,46,9,90.0,9,4,4,VIP,Credit Card,True,True,2022-11-29,1080.0,10.0,81.0
19135,19136,53,20,100.0,7,2,4,VIP,Credit Card,False,False,2023-10-29,1200.0,0.0,70.0
19136,19137,52,15,75.0,17,0,5,Premium,Bank Transfer,False,False,2023-12-15,900.0,0.0,127.5
19137,19138,69,23,100.0,10,1,3,VIP,Credit Card,True,False,2022-09-10,1200.0,0.0,100.0
19138,19139,23,12,90.0,14,5,4,VIP,PayPal,True,True,2024-02-02,1080.0,10.0,126.0
19139,19140,40,13,100.0,6,4,1,VIP,Bank Transfer,False,False,2022-11-26,1200.0,0.0,60.0
19140,19141,56,22,100.0,19,3,5,VIP,Credit Card,True,False,2023-06-27,1200.0,0.0,190.0
19141,19142,63,4,25.0,16,4,5,VIP,Credit Card,False,False,2023-01-13,300.0,0.0,40.0
19142,19143,61,10,90.0,20,1,5,VIP,Credit Card,False,True,2024-07-13,1080.0,10.0,180.0
19143,19144,65,24,75.0,1,0,2,Premium,Bank Transfer,True,False,2023-06-17,900.0,0.0,7.5
19144,19145,69,3,25.0,20,0,5,VIP,Bank Transfer,True,False,2023-12-29,300.0,0.0,50.0
19145,19146,25,24,50.0,12,7,3,Standard,Venmo,False,False,2023-02-27,600.0,0.0,60.0
19146,19147,19,5,25.0,15,9,5,Standard,PayPal,True,False,2023-06-06,300.0,0.0,37.5
19147,19148,30,4,25.0,10,2,4,Premium,Bank Transfer,False,True,2024-04-08,300.0,0.0,25.0
19148,19149,57,19,100.0,1,3,2,VIP,Credit Card,False,False,2022-11-15,1200.0,0.0,10.0
19149,19150,38,15,67.5,7,2,4,Premium,Bank Transfer,True,True,2023-12-28,810.0,7.5,47.25
19150,19151,48,23,90.0,14,0,3,VIP,Bank Transfer,True,True,2023-09-05,1080.0,10.0,126.0
19151,19152,69,7,90.0,13,0,4,VIP,Credit Card,True,True,2022-11-02,1080.0,10.0,117.0
19152,19153,65,22,90.0,4,0,1,VIP,Bank Transfer,False,True,2024-08-15,1080.0,10.0,36.0
19153,19154,53,3,25.0,6,3,2,Premium,Credit Card,True,True,2023-08-07,300.0,0.0,15.0
19154,19155,65,16,75.0,1,4,1,Premium,Bank Transfer,False,False,2023-09-18,900.0,0.0,7.5
19155,19156,69,15,67.5,20,0,5,Premium,Bank Transfer,True,True,2023-11-24,810.0,7.5,135.0
19156,19157,55,18,100.0,21,1,5,VIP,Credit Card,True,False,2023-02-27,1200.0,0.0,210.0
19157,19158,44,3,25.0,11,4,4,Premium,Bank Transfer,True,False,2024-04-08,300.0,0.0,27.5
19158,19159,53,14,67.5,7,2,4,Premium,Bank Transfer,False,True,2024-07-16,810.0,7.5,47.25
19159,19160,65,1,25.0,13,4,4,Premium,Credit Card,False,True,2023-05-26,300.0,0.0,32.5
19160,19161,40,7,100.0,7,3,4,VIP,Credit Card,True,False,2023-08-27,1200.0,0.0,70.0
19161,19162,38,2,25.0,8,3,4,Premium,Bank Transfer,False,True,2023-10-29,300.0,0.0,20.0
19162,19163,30,10,50.0,4,4,3,Standard,Bank Transfer,False,False,2023-07-26,600.0,0.0,20.0
19163,19164,54,24,90.0,12,2,4,VIP,Credit Card,True,True,2023-04-25,1080.0,10.0,108.0
19164,19165,64,16,100.0,9,0,4,VIP,Credit Card,True,False,2023-03-18,1200.0,0.0,90.0
19165,19166,43,12,67.5,2,0,1,Premium,Bank Transfer,False,True,2023-09-23,810.0,7.5,13.5
19166,19167,57,18,75.0,10,2,3,Premium,Bank Transfer,False,False,2024-04-20,900.0,0.0,75.0
19167,19168,24,6,100.0,14,7,3,VIP,Venmo,False,False,2023-04-07,1200.0,0.0,140.0
19168,19169,63,17,75.0,21,0,5,Premium,Credit Card,False,False,2023-10-18,900.0,0.0,157.5
19169,19170,56,8,90.0,3,4,2,VIP,Bank Transfer,False,True,2023-12-07,1080.0,10.0,27.0
19170,19171,39,21,67.5,4,2,3,Premium,Bank Transfer,False,True,2023-01-16,810.0,7.5,27.0
19171,19172,56,9,100.0,7,3,4,VIP,Bank Transfer,True,False,2022-10-31,1200.0,0.0,70.0
19172,19173,40,19,100.0,8,3,3,VIP,Credit Card,False,False,2024-01-20,1200.0,0.0,80.0
19173,19174,47,2,25.0,14,3,3,Premium,Bank Transfer,True,False,2024-08-29,300.0,0.0,35.0
19174,19175,35,7,67.5,0,0,1,Premium,Credit Card,True,True,2022-12-03,810.0,7.5,0.0
19175,19176,59,11,75.0,18,4,4,Premium,Credit Card,False,False,2024-01-03,900.0,0.0,135.0
19176,19177,35,23,100.0,11,2,3,VIP,Bank Transfer,True,False,2024-05-06,1200.0,0.0,110.0
19177,19178,63,13,75.0,12,0,4,Premium,Bank Transfer,True,False,2023-03-01,900.0,0.0,90.0
19178,19179,27,10,75.0,13,5,4,Premium,PayPal,True,False,2023-06-21,900.0,0.0,97.5
19179,19180,56,15,90.0,15,0,5,VIP,Bank Transfer,False,True,2023-10-25,1080.0,10.0,135.0
19180,19181,47,21,90.0,11,4,3,VIP,Credit Card,True,True,2024-01-28,1080.0,10.0,99.0
19181,19182,43,7,90.0,14,0,4,VIP,Bank Transfer,False,True,2023-02-17,1080.0,10.0,126.0
19182,19183,24,6,75.0,10,8,3,Premium,Venmo,True,True,2024-01-27,900.0,0.0,75.0
19183,19184,24,12,30.0,20,8,5,Basic,Venmo,True,False,2023-02-07,360.0,0.0,60.0
19184,19185,22,3,25.0,19,7,5,VIP,PayPal,False,False,2023-02-06,300.0,0.0,47.5
19185,19186,18,16,67.5,17,7,5,Premium,Venmo,False,True,2023-09-21,810.0,7.5,114.75
19186,19187,63,20,75.0,1,4,1,Premium,Credit Card,False,False,2024-06-14,900.0,0.0,7.5
19187,19188,35,9,90.0,15,2,5,VIP,Credit Card,False,True,2024-05-04,1080.0,10.0,135.0
19188,19189,30,10,30.0,16,1,4,Basic,Credit Card,True,False,2023-06-28,360.0,0.0,48.0
19189,19190,42,13,67.5,10,0,4,Premium,Credit Card,False,True,2023-10-17,810.0,7.5,67.5
19190,19191,57,8,75.0,19,3,5,Premium,Bank Transfer,True,False,2022-12-01,900.0,0.0,142.5
19191,19192,25,6,75.0,21,6,4,Premium,Venmo,False,False,2024-02-06,900.0,0.0,157.5
19192,19193,27,3,25.0,11,9,4,Premium,PayPal,True,False,2022-10-29,300.0,0.0,27.5
19193,19194,49,12,100.0,19,4,5,VIP,Credit Card,False,False,2023-10-14,1200.0,0.0,190.0
19194,19195,34,9,67.5,9,0,3,Premium,Credit Card,True,True,2023-01-12,810.0,7.5,60.75
19195,19196,55,9,90.0,17,2,4,VIP,Credit Card,True,True,2024-08-27,1080.0,10.0,153.0
19196,19197,32,11,100.0,3,1,2,VIP,Credit Card,False,False,2022-11-01,1200.0,0.0,30.0
19197,19198,32,6,75.0,17,2,4,Premium,Bank Transfer,False,False,2024-03-07,900.0,0.0,127.5
19198,19199,65,2,25.0,11,1,3,Premium,Credit Card,True,False,2023-09-17,300.0,0.0,27.5
19199,19200,57,7,90.0,6,0,3,VIP,Credit Card,True,True,2023-10-26,1080.0,10.0,54.0
19200,19201,68,9,67.5,12,4,3,Premium,Credit Card,False,True,2024-06-12,810.0,7.5,81.0
19201,19202,37,19,75.0,6,4,1,Premium,Bank Transfer,False,False,2024-07-18,900.0,0.0,45.0
19202,19203,32,18,75.0,1,0,1,Premium,Credit Card,True,False,2023-05-06,900.0,0.0,7.5
19203,19204,52,12,75.0,13,4,3,Premium,Credit Card,True,False,2023-06-05,900.0,0.0,97.5
19204,19205,23,21,27.0,13,9,3,Basic,PayPal,True,True,2022-09-01,324.0,3.0,35.1
19205,19206,47,11,90.0,10,3,3,VIP,Credit Card,False,True,2024-02-14,1080.0,10.0,90.0
19206,19207,25,10,90.0,16,7,5,VIP,PayPal,False,True,2022-10-09,1080.0,10.0,144.0
19207,19208,48,23,75.0,13,0,4,Premium,Bank Transfer,True,False,2024-02-05,900.0,0.0,97.5
19208,19209,65,3,25.0,5,2,1,Premium,Credit Card,True,True,2024-02-19,300.0,0.0,12.5
19209,19210,64,12,90.0,2,4,1,VIP,Credit Card,True,True,2024-08-19,1080.0,10.0,18.0
19210,19211,49,4,25.0,15,2,5,Premium,Credit Card,True,True,2022-09-14,300.0,0.0,37.5
19211,19212,62,10,75.0,19,0,5,Premium,Credit Card,False,False,2023-08-08,900.0,0.0,142.5
19212,19213,69,2,25.0,18,2,4,Premium,Credit Card,True,False,2024-04-27,300.0,0.0,45.0
19213,19214,32,12,67.5,2,0,3,Premium,Bank Transfer,True,True,2023-09-18,810.0,7.5,13.5
19214,19215,35,11,67.5,15,0,5,Premium,Credit Card,False,True,2024-06-20,810.0,7.5,101.25
19215,19216,30,14,90.0,17,3,5,VIP,Credit Card,True,True,2023-06-18,1080.0,10.0,153.0
19216,19217,41,15,90.0,7,3,3,VIP,Credit Card,False,True,2023-11-03,1080.0,10.0,63.0
19217,19218,57,14,100.0,9,2,4,VIP,Credit Card,False,False,2023-01-25,1200.0,0.0,90.0
19218,19219,31,12,90.0,21,2,5,VIP,Credit Card,True,True,2023-09-17,1080.0,10.0,189.0
19219,19220,45,2,25.0,2,1,1,VIP,Credit Card,False,True,2024-05-02,300.0,0.0,5.0
19220,19221,28,23,50.0,17,8,5,Standard,Venmo,True,False,2023-11-05,600.0,0.0,85.0
19221,19222,23,2,25.0,20,8,4,Standard,Venmo,True,True,2023-02-23,300.0,0.0,50.0
19222,19223,42,1,25.0,1,2,3,VIP,Credit Card,True,False,2024-02-05,300.0,0.0,2.5
19223,19224,18,20,30.0,20,8,5,Basic,PayPal,True,False,2023-05-15,360.0,0.0,60.0
19224,19225,42,15,90.0,12,0,4,VIP,Credit Card,True,True,2024-01-30,1080.0,10.0,108.0
19225,19226,19,22,100.0,16,8,4,VIP,PayPal,False,False,2023-10-01,1200.0,0.0,160.0
19226,19227,49,10,67.5,14,3,3,Premium,Credit Card,True,True,2024-06-15,810.0,7.5,94.5
19227,19228,30,20,100.0,13,0,4,VIP,Credit Card,True,False,2024-04-03,1200.0,0.0,130.0
19228,19229,50,1,25.0,17,0,4,VIP,Credit Card,True,False,2023-12-23,300.0,0.0,42.5
19229,19230,49,1,25.0,15,3,5,Premium,Credit Card,True,True,2023-02-06,300.0,0.0,37.5
19230,19231,41,1,25.0,11,1,3,Premium,Bank Transfer,True,False,2024-01-31,300.0,0.0,27.5
19231,19232,44,23,100.0,13,2,3,VIP,Bank Transfer,False,False,2023-02-03,1200.0,0.0,130.0
19232,19233,21,11,67.5,20,5,4,Premium,PayPal,False,True,2023-04-21,810.0,7.5,135.0
19233,19234,41,12,75.0,14,3,3,Premium,Bank Transfer,False,False,2022-09-26,900.0,0.0,105.0
19234,19235,40,15,67.5,1,4,3,Premium,Credit Card,True,True,2024-08-02,810.0,7.5,6.75
19235,19236,46,14,100.0,4,1,1,VIP,Credit Card,False,False,2023-04-06,1200.0,0.0,40.0
19236,19237,51,23,100.0,12,2,3,VIP,Credit Card,True,False,2024-06-19,1200.0,0.0,120.0
19237,19238,38,1,25.0,17,1,5,VIP,Bank Transfer,False,True,2024-02-07,300.0,0.0,42.5
19238,19239,47,1,25.0,12,0,3,Premium,Credit Card,True,False,2022-11-02,300.0,0.0,30.0
19239,19240,43,6,100.0,8,0,3,VIP,Credit Card,True,True,2022-11-12,1200.0,0.0,80.0
19240,19241,37,24,75.0,9,2,4,Premium,Credit Card,True,False,2024-07-10,900.0,0.0,67.5
19241,19242,33,23,67.5,19,3,5,Premium,Bank Transfer,False,True,2023-10-14,810.0,7.5,128.25
19242,19243,20,22,100.0,14,5,3,VIP,PayPal,True,False,2022-12-13,1200.0,0.0,140.0
19243,19244,66,3,25.0,15,4,4,VIP,Bank Transfer,False,False,2024-01-18,300.0,0.0,37.5
19244,19245,54,14,75.0,8,4,4,Premium,Credit Card,True,False,2023-01-09,900.0,0.0,60.0
19245,19246,57,23,75.0,21,3,5,Premium,Credit Card,True,False,2024-06-30,900.0,0.0,157.5
19246,19247,61,6,75.0,21,4,4,Premium,Credit Card,True,False,2024-08-12,900.0,0.0,157.5
19247,19248,42,8,90.0,10,4,3,VIP,Credit Card,True,True,2022-09-21,1080.0,10.0,90.0
19248,19249,40,20,67.5,14,1,4,Premium,Credit Card,False,True,2023-10-25,810.0,7.5,94.5
19249,19250,61,15,75.0,5,1,1,Premium,Bank Transfer,False,False,2023-01-18,900.0,0.0,37.5
19250,19251,18,17,75.0,19,9,5,Premium,PayPal,True,False,2023-06-17,900.0,0.0,142.5
19251,19252,50,23,75.0,16,4,5,Premium,Credit Card,False,False,2023-03-27,900.0,0.0,120.0
19252,19253,32,9,100.0,0,4,1,VIP,Bank Transfer,True,False,2022-11-14,1200.0,0.0,0.0
19253,19254,34,16,67.5,8,4,4,Premium,Credit Card,True,True,2024-06-07,810.0,7.5,54.0
19254,19255,51,1,25.0,17,0,5,VIP,Bank Transfer,False,False,2023-03-11,300.0,0.0,42.5
19255,19256,34,16,67.5,20,3,4,Premium,Credit Card,True,True,2024-08-28,810.0,7.5,135.0
19256,19257,69,19,100.0,18,0,4,VIP,Credit Card,True,False,2024-01-01,1200.0,0.0,180.0
19257,19258,58,23,100.0,5,2,1,VIP,Credit Card,True,False,2023-07-23,1200.0,0.0,50.0
19258,19259,61,9,100.0,13,2,3,VIP,Credit Card,False,False,2024-07-19,1200.0,0.0,130.0
19259,19260,21,17,75.0,11,8,4,Premium,PayPal,True,False,2022-09-21,900.0,0.0,82.5
19260,19261,30,6,50.0,9,3,4,Standard,Bank Transfer,True,True,2023-01-08,600.0,0.0,45.0
19261,19262,21,14,67.5,20,9,5,Premium,Venmo,False,True,2024-01-11,810.0,7.5,135.0
19262,19263,24,18,27.0,10,8,4,Basic,PayPal,False,True,2023-04-11,324.0,3.0,27.0
19263,19264,63,21,75.0,17,4,5,Premium,Bank Transfer,False,False,2023-09-16,900.0,0.0,127.5
19264,19265,26,14,27.0,11,5,4,Basic,PayPal,True,True,2023-06-18,324.0,3.0,29.700000000000003
19265,19266,40,23,67.5,20,2,5,Premium,Credit Card,False,True,2023-02-27,810.0,7.5,135.0
19266,19267,50,7,67.5,0,1,3,Premium,Credit Card,True,True,2024-03-21,810.0,7.5,0.0
19267,19268,50,10,67.5,14,0,4,Premium,Credit Card,True,True,2023-11-06,810.0,7.5,94.5
19268,19269,37,16,100.0,10,2,3,VIP,Credit Card,False,False,2024-08-10,1200.0,0.0,100.0
19269,19270,21,7,100.0,11,6,3,VIP,PayPal,False,False,2024-08-21,1200.0,0.0,110.0
19270,19271,18,20,45.0,14,6,4,Standard,PayPal,False,True,2024-07-17,540.0,5.0,63.0
19271,19272,59,6,100.0,13,3,3,VIP,Credit Card,True,False,2023-01-04,1200.0,0.0,130.0
19272,19273,51,6,75.0,4,0,3,Premium,Bank Transfer,False,False,2024-08-28,900.0,0.0,30.0
19273,19274,44,7,75.0,3,3,3,Premium,Credit Card,False,False,2024-07-19,900.0,0.0,22.5
19274,19275,38,22,90.0,21,1,4,VIP,Bank Transfer,False,True,2024-03-04,1080.0,10.0,189.0
19275,19276,41,17,75.0,21,0,5,Premium,Bank Transfer,False,False,2023-11-08,900.0,0.0,157.5
19276,19277,32,8,100.0,8,1,4,VIP,Bank Transfer,False,False,2023-08-20,1200.0,0.0,80.0
19277,19278,52,2,25.0,12,2,4,VIP,Bank Transfer,False,False,2024-05-16,300.0,0.0,30.0
19278,19279,42,19,90.0,2,1,1,VIP,Bank Transfer,True,True,2022-09-14,1080.0,10.0,18.0
19279,19280,26,21,27.0,18,6,5,Basic,Venmo,False,True,2023-06-28,324.0,3.0,48.6
19280,19281,34,22,67.5,10,4,3,Premium,Credit Card,True,True,2022-12-04,810.0,7.5,67.5
19281,19282,38,7,90.0,13,2,4,VIP,Credit Card,True,True,2024-05-10,1080.0,10.0,117.0
19282,19283,30,12,100.0,8,2,4,VIP,Bank Transfer,True,False,2023-08-20,1200.0,0.0,80.0
19283,19284,20,20,67.5,11,7,3,Premium,PayPal,False,True,2024-07-15,810.0,7.5,74.25
19284,19285,21,3,25.0,11,8,4,Premium,Venmo,True,True,2022-11-02,300.0,0.0,27.5
19285,19286,21,4,25.0,16,8,5,VIP,PayPal,False,False,2023-11-21,300.0,0.0,40.0
19286,19287,60,11,100.0,2,1,3,VIP,Bank Transfer,True,False,2023-10-05,1200.0,0.0,20.0
19287,19288,45,12,90.0,6,2,2,VIP,Bank Transfer,True,True,2024-01-08,1080.0,10.0,54.0
19288,19289,24,19,45.0,16,9,4,Standard,PayPal,False,True,2022-11-19,540.0,5.0,72.0
19289,19290,43,19,75.0,1,1,2,Premium,Credit Card,True,False,2023-11-20,900.0,0.0,7.5
19290,19291,28,11,100.0,17,7,5,VIP,PayPal,False,False,2023-06-18,1200.0,0.0,170.0
19291,19292,41,13,67.5,10,2,4,Premium,Credit Card,False,True,2023-12-26,810.0,7.5,67.5
19292,19293,60,24,75.0,15,3,4,Premium,Credit Card,True,False,2022-09-15,900.0,0.0,112.5
19293,19294,27,1,25.0,19,7,4,Standard,PayPal,False,True,2022-09-19,300.0,0.0,47.5
19294,19295,54,6,75.0,7,4,3,Premium,Bank Transfer,True,True,2024-07-05,900.0,0.0,52.5
19295,19296,30,22,27.0,13,2,4,Basic,Bank Transfer,True,True,2023-06-21,324.0,3.0,35.1
19296,19297,61,16,100.0,4,4,1,VIP,Bank Transfer,True,False,2024-06-18,1200.0,0.0,40.0
19297,19298,59,2,25.0,6,1,1,Premium,Bank Transfer,False,False,2024-05-04,300.0,0.0,15.0
19298,19299,56,14,67.5,9,3,4,Premium,Credit Card,True,True,2023-02-07,810.0,7.5,60.75
19299,19300,36,24,75.0,19,2,5,Premium,Credit Card,False,False,2023-11-14,900.0,0.0,142.5
19300,19301,68,23,75.0,14,1,4,Premium,Bank Transfer,False,False,2023-10-03,900.0,0.0,105.0
19301,19302,36,18,75.0,5,2,1,Premium,Bank Transfer,True,False,2024-07-04,900.0,0.0,37.5
19302,19303,29,17,30.0,15,7,4,Basic,Venmo,False,False,2023-04-19,360.0,0.0,45.0
19303,19304,69,20,100.0,19,0,5,VIP,Credit Card,False,False,2023-12-17,1200.0,0.0,190.0
19304,19305,39,18,100.0,8,0,4,VIP,Credit Card,False,False,2023-05-07,1200.0,0.0,80.0
19305,19306,64,19,100.0,2,3,1,VIP,Credit Card,False,False,2023-05-20,1200.0,0.0,20.0
19306,19307,54,15,75.0,4,3,2,Premium,Bank Transfer,False,False,2023-10-10,900.0,0.0,30.0
19307,19308,47,2,25.0,16,1,5,Premium,Bank Transfer,False,True,2024-06-29,300.0,0.0,40.0
19308,19309,63,4,25.0,0,1,3,VIP,Bank Transfer,False,False,2024-03-04,300.0,0.0,0.0
19309,19310,29,1,25.0,19,5,4,VIP,PayPal,True,False,2024-01-13,300.0,0.0,47.5
19310,19311,46,8,75.0,4,4,2,Premium,Bank Transfer,True,False,2024-03-20,900.0,0.0,30.0
19311,19312,38,20,75.0,0,4,1,Premium,Bank Transfer,False,False,2023-09-06,900.0,0.0,0.0
19312,19313,28,14,50.0,20,9,4,Standard,Venmo,True,False,2024-02-03,600.0,0.0,100.0
19313,19314,54,11,100.0,9,0,4,VIP,Credit Card,False,False,2023-06-12,1200.0,0.0,90.0
19314,19315,65,24,90.0,13,3,3,VIP,Credit Card,True,True,2023-02-23,1080.0,10.0,117.0
19315,19316,35,24,75.0,15,4,5,Premium,Bank Transfer,True,False,2023-07-05,900.0,0.0,112.5
19316,19317,61,14,90.0,17,4,5,VIP,Credit Card,False,True,2024-04-20,1080.0,10.0,153.0
19317,19318,44,16,90.0,18,3,5,VIP,Credit Card,True,True,2022-09-01,1080.0,10.0,162.0
19318,19319,54,10,90.0,13,1,4,VIP,Credit Card,True,True,2024-02-10,1080.0,10.0,117.0
19319,19320,65,7,100.0,9,2,3,VIP,Bank Transfer,True,False,2022-10-11,1200.0,0.0,90.0
19320,19321,29,16,27.0,17,7,5,Basic,PayPal,False,True,2023-05-22,324.0,3.0,45.900000000000006
19321,19322,40,4,25.0,15,3,4,VIP,Credit Card,False,True,2023-02-14,300.0,0.0,37.5
19322,19323,51,12,75.0,10,1,4,Premium,Bank Transfer,False,False,2023-06-05,900.0,0.0,75.0
19323,19324,55,12,75.0,16,3,4,Premium,Credit Card,True,False,2023-01-26,900.0,0.0,120.0
19324,19325,40,2,25.0,12,0,3,Premium,Bank Transfer,False,True,2024-08-28,300.0,0.0,30.0
19325,19326,42,6,75.0,4,4,3,Premium,Credit Card,False,True,2024-06-03,900.0,0.0,30.0
19326,19327,21,20,67.5,19,7,5,Premium,PayPal,True,True,2024-07-11,810.0,7.5,128.25
19327,19328,47,15,90.0,16,1,5,VIP,Bank Transfer,True,True,2023-06-05,1080.0,10.0,144.0
19328,19329,47,15,67.5,14,4,3,Premium,Credit Card,True,True,2022-10-29,810.0,7.5,94.5
19329,19330,30,22,30.0,7,3,3,Basic,Credit Card,False,False,2023-05-09,360.0,0.0,21.0
19330,19331,59,16,90.0,8,0,4,VIP,Bank Transfer,True,True,2024-04-20,1080.0,10.0,72.0
19331,19332,66,24,67.5,18,2,5,Premium,Credit Card,True,True,2023-12-28,810.0,7.5,121.5
19332,19333,31,3,25.0,10,3,4,VIP,Credit Card,True,True,2022-10-18,300.0,0.0,25.0
19333,19334,64,1,25.0,8,1,3,VIP,Credit Card,False,True,2022-09-08,300.0,0.0,20.0
19334,19335,25,21,30.0,15,8,4,Basic,Venmo,True,False,2023-08-01,360.0,0.0,45.0
19335,19336,41,12,90.0,10,0,4,VIP,Credit Card,True,True,2024-03-25,1080.0,10.0,90.0
