num_passengers,sales_channel,trip_type,booking_class,purchase_lead_time_days,length_of_stay,flight_hour,flight_day,departure_airport,arrival_airport,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration_hrs,booking_complete,ticket_price_$
1,Internet,RoundTrip,Business,22,29,0,Sat,KNO,PEK,China,1,0,0,6.42,1,2571
1,Mobile,RoundTrip,Economy,13,18,7,Tue,KNO,PEK,Indonesia,1,0,0,6.42,0,1936
2,Internet,RoundTrip,Business,45,44,13,Thu,KNO,PEK,China,1,0,0,6.42,1,2386
2,Internet,RoundTrip,Admiral,29,59,2,Fri,KNO,PEK,Indonesia,0,0,0,6.42,0,3560
1,Internet,RoundTrip,Admiral,14,19,6,Fri,KNO,PEK,Indonesia,1,0,0,6.42,1,4054
2,Internet,RoundTrip,Admiral,70,53,3,Thu,KNO,PEK,Indonesia,0,0,0,6.42,0,3887
1,Internet,RoundTrip,Economy,29,47,7,Mon,KNO,PER,Australia,1,0,1,5.62,0,1613
1,Internet,RoundTrip,Economy,69,20,1,Thu,KNO,PER,Australia,1,1,0,5.62,0,816
2,Internet,RoundTrip,Admiral,58,18,9,Fri,KNO,PER,Australia,1,1,1,5.62,0,4997
1,Internet,RoundTrip,Admiral,21,17,1,Wed,KNO,PER,Indonesia,1,1,0,5.62,0,4513
4,Internet,RoundTrip,Admiral,158,19,9,Mon,KNO,PER,Australia,1,1,0,5.62,0,4375
1,Internet,RoundTrip,Economy,86,17,12,Tue,KNO,PER,Australia,1,1,0,5.62,1,1623
1,Internet,RoundTrip,Business,12,26,3,Sun,KNO,PER,Australia,1,0,1,5.62,0,2768
1,Internet,RoundTrip,Admiral,28,31,15,Thu,KNO,PER,Australia,1,0,1,5.62,0,3918
1,Internet,RoundTrip,Economy,31,90,6,Sat,KNO,PER,Australia,1,0,1,5.62,1,1774
1,Internet,RoundTrip,Economy,21,22,6,Wed,KNO,PER,Australia,1,1,1,5.62,0,1835
1,Internet,RoundTrip,Admiral,125,19,11,Sun,KNO,PER,Australia,1,0,0,5.62,0,4442
2,Internet,RoundTrip,Business,83,24,6,Wed,KNO,PER,Australia,1,0,0,5.62,0,2441
2,Internet,RoundTrip,Economy,32,60,14,Sun,KNO,PER,Australia,1,1,1,5.62,0,1142
1,Internet,RoundTrip,Business,61,20,14,Mon,KNO,PER,Australia,1,1,1,5.62,0,2438
1,Internet,RoundTrip,Economy,15,24,12,Sat,KNO,PER,Australia,1,0,1,5.62,0,669
1,Internet,RoundTrip,Admiral,289,22,10,Mon,KNO,PER,Australia,1,0,1,5.62,0,4689
2,Internet,RoundTrip,Admiral,27,28,8,Thu,KNO,PER,Australia,0,0,1,5.62,0,3932
1,Internet,RoundTrip,Admiral,2,18,2,Sun,KNO,PER,Australia,0,0,0,5.62,0,3798
1,Internet,RoundTrip,Admiral,43,28,7,Wed,KNO,PER,Australia,1,1,1,5.62,0,4742
1,Internet,RoundTrip,Economy,11,91,4,Fri,KNO,PER,Indonesia,1,0,0,5.62,0,893
1,Mobile,RoundTrip,Economy,18,17,12,Sun,KNO,PER,Australia,1,0,1,5.62,0,697
1,Internet,RoundTrip,Economy,6,60,9,Sun,KNO,PER,Australia,0,0,1,5.62,0,1126
1,Internet,RoundTrip,Admiral,8,18,4,Wed,KNO,PER,Australia,0,0,0,5.62,0,3904
1,Internet,RoundTrip,Economy,18,21,9,Wed,KNO,PER,Australia,1,0,1,5.62,0,420
1,Internet,RoundTrip,Economy,23,21,23,Tue,KNO,PER,Australia,0,1,0,5.62,0,311
2,Internet,RoundTrip,Admiral,17,78,16,Mon,KNO,PER,Australia,1,1,1,5.62,0,4546
1,Internet,RoundTrip,Business,16,33,0,Fri,KNO,PER,Australia,1,1,1,5.62,0,2992
1,Internet,RoundTrip,Economy,103,98,5,Mon,KNO,PER,Indonesia,1,0,0,5.62,0,1717
1,Internet,RoundTrip,Economy,8,26,7,Tue,KNO,PER,Australia,1,0,0,5.62,0,1857
1,Internet,RoundTrip,Economy,3,23,9,Tue,KNO,PER,Australia,1,0,1,5.62,0,1182
1,Internet,RoundTrip,Economy,47,22,8,Sun,KNO,PER,Australia,0,0,1,5.62,0,1546
2,Internet,RoundTrip,Admiral,8,39,17,Wed,KNO,PUS,Indonesia,0,0,1,6.33,1,4643
2,Mobile,RoundTrip,Admiral,57,23,10,Fri,KNO,PUS,Indonesia,1,0,0,6.33,0,4514
1,Internet,RoundTrip,Admiral,4,28,9,Wed,KNO,PUS,South Korea,1,1,1,6.33,0,4175
2,Internet,RoundTrip,Economy,109,29,8,Sun,KNO,PUS,Indonesia,1,0,0,6.33,1,1802
1,Internet,RoundTrip,Economy,6,24,8,Mon,KNO,PUS,South Korea,1,0,0,6.33,0,616
1,Mobile,RoundTrip,Economy,3,19,6,Thu,KNO,PUS,Indonesia,0,0,0,6.33,0,851
1,Internet,RoundTrip,Business,11,18,14,Sun,KNO,PVG,Indonesia,1,0,1,5.33,0,3491
1,Internet,RoundTrip,Admiral,39,22,6,Sat,KNO,PVG,Indonesia,1,0,1,5.33,0,3793
3,Internet,RoundTrip,Admiral,10,27,1,Tue,KNO,PVG,United Kingdom,1,1,1,5.33,1,3793
1,Internet,RoundTrip,Business,0,29,1,Mon,KNO,PVG,China,1,0,0,5.33,0,2486
1,Internet,RoundTrip,Economy,19,19,4,Sun,KNO,PVG,Indonesia,1,0,1,5.33,0,950
1,Internet,RoundTrip,Business,351,19,3,Tue,KNO,PVG,Indonesia,1,0,0,5.33,0,3017
1,Internet,RoundTrip,Admiral,9,23,4,Fri,KNO,PVG,China,0,0,0,5.33,1,4142
2,Internet,RoundTrip,Business,332,17,0,Sat,KNO,PVG,China,1,0,0,5.33,0,3071
1,Internet,RoundTrip,Admiral,106,89,12,Thu,KNO,SYD,Indonesia,1,0,1,8.58,0,3664
2,Internet,RoundTrip,Economy,143,21,10,Thu,KNO,SYD,Australia,1,0,0,8.58,0,897
2,Internet,RoundTrip,Business,3,23,3,Mon,KNO,SYD,Indonesia,0,1,0,8.58,0,2301
1,Internet,RoundTrip,Business,60,17,9,Mon,KNO,SYD,Australia,1,1,1,8.58,0,2829
2,Internet,RoundTrip,Economy,76,129,2,Fri,KNO,SYD,Australia,1,0,0,8.58,0,314
1,Internet,RoundTrip,Business,82,33,22,Sat,KNO,SYD,Australia,0,0,1,8.58,0,2723
1,Internet,RoundTrip,Business,16,122,7,Mon,KNO,SYD,Australia,0,0,1,8.58,0,2134
1,Internet,RoundTrip,Admiral,173,42,2,Tue,KNO,SYD,Indonesia,1,0,0,8.58,0,3981
1,Internet,RoundTrip,Business,26,28,23,Mon,KNO,SYD,Australia,1,0,0,8.58,0,3305
1,Internet,RoundTrip,Admiral,14,33,11,Sat,KNO,SYD,Australia,1,1,0,8.58,0,4064
2,Internet,RoundTrip,Admiral,59,94,7,Sun,KNO,SYD,Australia,1,1,1,8.58,0,4742
1,Internet,RoundTrip,Economy,6,1,8,Sun,KNO,SYD,Indonesia,1,0,1,8.58,0,1804
1,Internet,RoundTrip,Admiral,87,91,21,Tue,KNO,SYD,Chile,1,0,0,8.58,1,3894
1,Internet,RoundTrip,Business,107,21,11,Mon,KNO,SYD,Australia,1,0,1,8.58,0,2690
1,Internet,RoundTrip,Economy,74,36,0,Mon,KNO,SYD,Australia,1,1,0,8.58,0,1873
1,Internet,RoundTrip,Admiral,42,87,1,Tue,KNO,SYD,Australia,1,0,0,8.58,0,4841
1,Internet,RoundTrip,Economy,225,28,13,Mon,KNO,SYD,Australia,1,0,1,8.58,0,1722
2,Internet,RoundTrip,Admiral,70,17,4,Tue,KNO,SYD,Australia,1,1,1,8.58,0,4677
1,Internet,RoundTrip,Business,22,85,5,Thu,KNO,SYD,Indonesia,1,1,0,8.58,0,2596
2,Mobile,RoundTrip,Admiral,89,43,1,Sat,KNO,SYD,Australia,1,1,1,8.58,0,3555
1,Internet,RoundTrip,Economy,74,31,6,Fri,KNO,SYD,Australia,1,1,1,8.58,0,1921
1,Internet,RoundTrip,Admiral,29,90,1,Wed,KNO,SYD,Indonesia,1,0,1,8.58,0,3600
2,Mobile,RoundTrip,Economy,38,24,10,Wed,KNO,SYD,Indonesia,1,1,0,8.58,1,1594
2,Internet,RoundTrip,Economy,106,63,10,Fri,KNO,SYD,Australia,0,0,0,8.58,0,1639
1,Internet,RoundTrip,Admiral,22,71,18,Sat,KNO,SYD,Indonesia,0,0,1,8.58,0,4950
1,Mobile,RoundTrip,Admiral,28,19,9,Sun,KNO,SYD,Australia,1,0,1,8.58,0,4347
1,Mobile,RoundTrip,Business,43,17,4,Wed,KNO,SYD,Australia,1,0,0,8.58,0,2363
2,Internet,RoundTrip,Business,3,40,2,Sat,KNO,SYD,Indonesia,1,0,0,8.58,0,3020
1,Internet,RoundTrip,Economy,54,38,3,Tue,KNO,SYD,Indonesia,1,1,0,8.58,0,1936
1,Internet,RoundTrip,Admiral,1,75,5,Thu,KNO,SYD,Australia,1,0,0,8.58,0,4719
5,Internet,RoundTrip,Business,306,21,2,Mon,KNO,SYD,Indonesia,1,1,0,8.58,0,2688
2,Internet,RoundTrip,Business,247,56,16,Thu,KNO,SYD,Australia,1,0,1,8.58,0,3302
3,Internet,RoundTrip,Economy,150,39,14,Sat,KNO,SYD,Australia,1,0,1,8.58,0,1588
1,Internet,RoundTrip,Business,25,85,6,Sat,KNO,SYD,Indonesia,1,0,0,8.58,0,2720
4,Internet,RoundTrip,Business,2,25,11,Sat,KNO,SYD,Indonesia,1,0,1,8.58,0,2506
1,Internet,RoundTrip,Business,196,31,3,Mon,KNO,SYD,Indonesia,1,0,0,8.58,0,2457
1,Internet,RoundTrip,Admiral,29,19,10,Fri,KNO,SYD,Australia,1,1,1,8.58,0,4423
1,Internet,RoundTrip,Economy,34,59,7,Tue,KNO,SYD,Indonesia,1,0,1,8.58,0,1128
1,Internet,RoundTrip,Business,354,28,12,Sat,KNO,SYD,Australia,0,0,0,8.58,0,2090
1,Internet,RoundTrip,Admiral,31,21,6,Sun,KNO,SYD,Indonesia,1,0,1,8.58,0,3689
1,Internet,RoundTrip,Business,283,22,14,Sun,KNO,SYD,Australia,0,0,0,8.58,1,2633
1,Mobile,RoundTrip,Business,204,23,7,Fri,KNO,SYD,Australia,1,0,1,8.58,0,2799
2,Internet,RoundTrip,Business,10,78,16,Fri,KNO,SYD,Indonesia,0,0,0,8.58,0,2105
1,Internet,RoundTrip,Economy,22,89,6,Tue,KNO,SYD,Indonesia,1,0,1,8.58,0,1549
1,Internet,RoundTrip,Admiral,21,44,7,Mon,KNO,SYD,Indonesia,1,0,0,8.58,0,4436
1,Internet,RoundTrip,Economy,109,22,6,Tue,KNO,SYD,Australia,1,0,1,8.58,0,1745
1,Internet,RoundTrip,Admiral,11,21,11,Mon,KNO,SYD,Australia,1,1,1,8.58,0,3757
4,Internet,RoundTrip,Economy,260,70,5,Mon,KNO,SYD,Indonesia,0,0,0,8.58,0,1558
1,Internet,RoundTrip,Business,105,34,10,Mon,KNO,SYD,Australia,1,0,1,8.58,0,2058
1,Internet,RoundTrip,Economy,272,88,6,Fri,KNO,SYD,Australia,1,0,0,8.58,0,852
1,Internet,RoundTrip,Admiral,72,25,8,Mon,KNO,SYD,Australia,1,1,1,8.58,0,4485
1,Mobile,RoundTrip,Business,23,26,4,Mon,KNO,SYD,Australia,1,0,0,8.58,0,2400
2,Internet,RoundTrip,Economy,110,48,3,Mon,KNO,SYD,Indonesia,1,0,0,8.58,0,580
1,Internet,RoundTrip,Admiral,182,34,6,Mon,KNO,SYD,Australia,1,0,1,8.58,0,3534
1,Internet,RoundTrip,Admiral,225,30,13,Mon,KNO,SYD,Indonesia,1,0,0,8.58,0,4594
1,Internet,RoundTrip,Economy,113,17,6,Mon,KNO,SYD,Indonesia,1,1,1,8.58,0,1900
3,Internet,RoundTrip,Economy,47,26,23,Mon,KNO,SYD,Australia,1,0,1,8.58,0,748
1,Internet,RoundTrip,Business,246,85,2,Sun,KNO,SYD,Australia,1,0,1,8.58,0,2582
1,Internet,RoundTrip,Admiral,19,91,14,Mon,KNO,SYD,Indonesia,1,0,1,8.58,0,3514
1,Internet,RoundTrip,Economy,27,27,9,Wed,KNO,SYD,Australia,1,1,1,8.58,0,442
1,Internet,RoundTrip,Business,249,28,13,Sun,KNO,SYD,Australia,1,1,1,8.58,0,2668
1,Internet,RoundTrip,Business,173,42,1,Tue,KNO,SYD,Indonesia,1,0,0,8.58,0,2678
1,Internet,RoundTrip,Economy,58,57,0,Thu,KNO,SYD,Australia,1,1,0,8.58,0,1801
1,Internet,RoundTrip,Admiral,332,21,0,Sat,KNO,SYD,Australia,0,0,0,8.58,0,4275
2,Internet,RoundTrip,Economy,204,21,11,Tue,KNO,SYD,Australia,1,1,1,8.58,0,1452
1,Internet,RoundTrip,Economy,10,122,16,Mon,KNO,SYD,Australia,1,0,1,8.58,0,1159
1,Internet,RoundTrip,Admiral,21,75,2,Sat,KNO,SYD,Indonesia,1,0,0,8.58,0,4044
2,Internet,RoundTrip,Economy,76,63,8,Thu,KNO,SYD,Indonesia,0,0,0,8.58,0,338
2,Internet,RoundTrip,Admiral,18,61,9,Fri,KNO,SYD,Indonesia,1,0,0,8.58,0,4855
1,Internet,RoundTrip,Admiral,13,31,3,Tue,KNO,SYD,Australia,0,0,0,8.58,0,4022
1,Internet,RoundTrip,Economy,48,84,2,Fri,KNO,SYD,Indonesia,1,0,0,8.58,0,979
2,Internet,RoundTrip,Economy,147,20,1,Fri,KNO,SYD,Australia,1,0,1,8.58,0,803
1,Internet,RoundTrip,Economy,43,20,5,Sat,KNO,SYD,Australia,1,0,1,8.58,0,851
1,Internet,RoundTrip,Economy,33,84,1,Sat,KNO,SYD,Indonesia,1,0,1,8.58,0,717
2,Internet,RoundTrip,Admiral,156,17,8,Tue,KNO,SYD,Australia,0,0,0,8.58,0,4804
1,Internet,RoundTrip,Economy,61,90,4,Thu,KNO,SYD,Indonesia,0,0,0,8.58,0,493
1,Internet,RoundTrip,Admiral,33,29,2,Fri,KNO,SYD,Indonesia,0,0,0,8.58,0,4796
1,Internet,RoundTrip,Admiral,7,22,13,Tue,KNO,SYD,Australia,1,0,1,8.58,0,4113
1,Internet,RoundTrip,Economy,69,21,5,Sat,KNO,SYD,Indonesia,1,1,1,8.58,0,387
2,Internet,RoundTrip,Economy,109,33,10,Sun,KNO,SYD,Australia,1,0,1,8.58,0,518
1,Internet,RoundTrip,Economy,124,61,11,Mon,KNO,SYD,Australia,1,1,1,8.58,0,872
2,Internet,RoundTrip,Business,246,88,2,Mon,KNO,SYD,Australia,1,1,1,8.58,1,2945
1,Internet,RoundTrip,Business,50,70,9,Mon,KNO,SYD,Australia,1,0,1,8.58,0,2816
3,Internet,RoundTrip,Business,427,21,5,Tue,KNO,SYD,Indonesia,0,0,0,8.58,1,3183
1,Internet,RoundTrip,Business,80,30,13,Wed,KNO,SYD,Australia,1,0,0,8.58,0,2336
1,Internet,RoundTrip,Economy,69,20,3,Sat,KNO,SYD,Australia,1,1,1,8.58,0,1406
1,Internet,RoundTrip,Admiral,347,27,10,Sat,KNO,SYD,Indonesia,1,0,0,8.58,0,4059
1,Internet,RoundTrip,Admiral,19,17,8,Sun,KNO,SYD,Australia,1,1,1,8.58,0,3881
1,Internet,RoundTrip,Economy,39,27,12,Fri,KNO,SYD,Australia,1,1,1,8.58,0,1185
1,Internet,RoundTrip,Admiral,109,28,5,Tue,KNO,SYD,Indonesia,0,0,1,8.58,0,4583
1,Internet,RoundTrip,Economy,39,30,17,Sat,KNO,SYD,Indonesia,1,1,1,8.58,0,1289
1,Internet,RoundTrip,Admiral,171,22,16,Sun,KNO,SYD,Australia,1,1,0,8.58,0,3513
3,Internet,RoundTrip,Business,389,18,14,Sun,KNO,SYD,Indonesia,1,0,0,8.58,0,2404
1,Internet,RoundTrip,Economy,4,27,15,Sun,KNO,TPE,Indonesia,0,1,0,4.67,0,407
1,Internet,RoundTrip,Business,3,29,13,Wed,KNO,TPE,Indonesia,1,0,0,4.67,0,2394
2,Internet,RoundTrip,Business,49,29,16,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,2277
2,Internet,RoundTrip,Economy,110,30,3,Mon,KNO,TPE,Taiwan,1,0,1,4.67,0,486
1,Internet,RoundTrip,Business,22,18,8,Fri,KNO,TPE,Indonesia,0,0,0,4.67,0,2603
1,Internet,RoundTrip,Business,23,25,4,Sat,KNO,TPE,Taiwan,0,0,0,4.67,1,3416
1,Internet,RoundTrip,Economy,15,22,7,Tue,KNO,TPE,Taiwan,1,1,0,4.67,0,714
1,Internet,RoundTrip,Admiral,43,28,2,Mon,KNO,TPE,Indonesia,0,0,1,4.67,0,4477
1,Internet,RoundTrip,Economy,135,29,16,Fri,KNO,TPE,Taiwan,1,0,0,4.67,0,541
1,Internet,RoundTrip,Admiral,136,18,23,Mon,KNO,TPE,Taiwan,1,0,1,4.67,1,3838
1,Internet,RoundTrip,Business,12,27,15,Fri,KNO,TPE,Indonesia,1,0,0,4.67,1,2967
1,Internet,RoundTrip,Economy,94,36,11,Wed,KNO,TPE,Taiwan,1,0,0,4.67,0,1014
2,Internet,RoundTrip,Economy,12,28,17,Thu,KNO,TPE,Taiwan,1,1,0,4.67,0,546
2,Internet,RoundTrip,Admiral,29,108,9,Fri,KNO,TPE,Taiwan,1,1,1,4.67,0,3754
2,Internet,RoundTrip,Economy,101,17,14,Mon,KNO,TPE,Indonesia,1,0,0,4.67,0,1468
1,Internet,RoundTrip,Admiral,13,31,13,Tue,KNO,TPE,Taiwan,1,1,1,4.67,0,4542
1,Internet,RoundTrip,Business,153,34,6,Wed,KNO,TPE,Indonesia,1,1,1,4.67,0,2313
1,Mobile,RoundTrip,Admiral,11,18,3,Thu,KNO,TPE,Taiwan,1,0,0,4.67,0,3973
1,Internet,RoundTrip,Economy,148,30,3,Sun,KNO,TPE,Taiwan,0,0,0,4.67,0,644
2,Internet,RoundTrip,Economy,274,18,8,Mon,KNO,TPE,Indonesia,1,0,0,4.67,1,335
1,Internet,RoundTrip,Business,1,17,15,Wed,KNO,TPE,Taiwan,0,0,1,4.67,0,2529
1,Internet,RoundTrip,Economy,23,29,8,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,1862
1,Internet,RoundTrip,Business,10,31,11,Sun,KNO,TPE,Taiwan,1,0,0,4.67,0,3091
1,Internet,RoundTrip,Admiral,8,79,9,Sun,KNO,TPE,Taiwan,1,0,0,4.67,0,3966
1,Internet,RoundTrip,Admiral,252,28,15,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,3513
1,Internet,RoundTrip,Economy,90,17,14,Sat,KNO,TPE,Taiwan,1,0,0,4.67,0,1552
2,Internet,RoundTrip,Business,179,20,14,Wed,KNO,TPE,Indonesia,1,0,0,4.67,1,3365
1,Internet,RoundTrip,Admiral,3,140,1,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,3595
3,Internet,RoundTrip,Business,213,26,3,Sun,KNO,TPE,Indonesia,1,0,0,4.67,0,2034
1,Internet,RoundTrip,Admiral,5,26,9,Fri,KNO,TPE,Indonesia,1,0,0,4.67,0,4192
1,Internet,RoundTrip,Economy,9,27,7,Wed,KNO,TPE,Indonesia,1,0,0,4.67,0,607
3,Internet,RoundTrip,Business,136,23,10,Wed,KNO,TPE,Taiwan,1,0,0,4.67,0,2814
2,Internet,RoundTrip,Business,93,22,12,Tue,KNO,TPE,Taiwan,1,0,0,4.67,0,2221
1,Internet,RoundTrip,Economy,71,23,13,Thu,KNO,TPE,Indonesia,1,0,0,4.67,0,1402
2,Internet,RoundTrip,Admiral,114,51,11,Sat,KNO,TPE,Taiwan,1,1,1,4.67,0,4385
1,Internet,RoundTrip,Business,47,127,7,Sat,KNO,TPE,Indonesia,1,0,0,4.67,0,3260
2,Internet,RoundTrip,Admiral,3,18,3,Wed,KNO,TPE,Indonesia,0,0,0,4.67,0,4597
1,Internet,RoundTrip,Admiral,20,27,16,Fri,KNO,TPE,Taiwan,1,1,1,4.67,0,3556
1,Internet,RoundTrip,Economy,73,30,8,Tue,KNO,TPE,Indonesia,0,0,0,4.67,0,1987
1,Internet,RoundTrip,Economy,49,20,0,Wed,KNO,TPE,Indonesia,1,1,0,4.67,0,1326
2,Internet,RoundTrip,Admiral,81,18,2,Sun,KNO,TPE,Taiwan,1,1,1,4.67,0,3916
1,Internet,RoundTrip,Economy,20,67,15,Thu,KNO,TPE,Taiwan,1,0,1,4.67,0,405
3,Internet,RoundTrip,Admiral,34,127,3,Fri,KNO,TPE,Indonesia,1,0,0,4.67,0,4574
1,Internet,RoundTrip,Business,29,22,5,Wed,KNO,TPE,Taiwan,1,0,0,4.67,0,2790
1,Internet,RoundTrip,Business,14,71,17,Fri,KNO,TPE,Taiwan,1,0,0,4.67,0,2506
1,Internet,RoundTrip,Business,47,18,8,Wed,KNO,TPE,Indonesia,1,0,1,4.67,0,3225
2,Internet,RoundTrip,Admiral,71,17,5,Sun,KNO,TPE,Taiwan,0,1,1,4.67,0,4907
1,Internet,RoundTrip,Admiral,16,165,15,Tue,KNO,TPE,Taiwan,1,0,0,4.67,0,4571
3,Internet,RoundTrip,Admiral,11,27,4,Mon,KNO,TPE,Indonesia,1,0,0,4.67,0,4061
1,Internet,RoundTrip,Economy,12,28,6,Wed,KNO,TPE,Taiwan,1,0,0,4.67,1,302
3,Internet,RoundTrip,Admiral,131,28,10,Thu,KNO,TPE,Indonesia,1,0,0,4.67,1,3689
2,Internet,RoundTrip,Admiral,135,26,10,Mon,KNO,TPE,Indonesia,0,0,0,4.67,0,4317
1,Internet,RoundTrip,Business,23,30,3,Sat,KNO,TPE,Indonesia,1,0,0,4.67,1,3362
1,Mobile,RoundTrip,Business,31,24,2,Mon,KNO,TPE,Indonesia,1,0,0,4.67,0,2590
1,Internet,RoundTrip,Economy,9,177,4,Sat,KNO,TPE,Indonesia,1,0,0,4.67,0,1292
1,Internet,RoundTrip,Admiral,94,36,14,Fri,KNO,TPE,Taiwan,1,0,0,4.67,0,4397
2,Internet,RoundTrip,Business,85,21,0,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,2536
2,Internet,RoundTrip,Business,240,46,15,Fri,KNO,TPE,Taiwan,1,0,0,4.67,0,3144
3,Internet,RoundTrip,Economy,128,40,3,Mon,KNO,TPE,Taiwan,1,1,1,4.67,0,1029
1,Internet,RoundTrip,Economy,82,29,13,Wed,KNO,TPE,Taiwan,1,0,0,4.67,0,1560
1,Internet,RoundTrip,Economy,17,21,10,Tue,KNO,TPE,Taiwan,1,0,0,4.67,0,1319
1,Internet,RoundTrip,Economy,111,29,2,Tue,KNO,TPE,Indonesia,1,1,1,4.67,0,1569
2,Internet,RoundTrip,Admiral,184,41,14,Tue,KNO,TPE,Taiwan,0,0,0,4.67,0,4332
1,Internet,RoundTrip,Business,60,20,1,Sat,KNO,TPE,Indonesia,1,1,0,4.67,0,2918
2,Internet,RoundTrip,Business,94,29,8,Tue,KNO,TPE,Indonesia,1,0,0,4.67,0,2244
5,Internet,RoundTrip,Admiral,392,18,5,Wed,KNO,TPE,Indonesia,1,0,0,4.67,0,3785
1,Internet,RoundTrip,Admiral,26,17,6,Fri,KNO,TPE,Taiwan,1,0,1,4.67,0,4261
1,Internet,RoundTrip,Admiral,18,56,8,Fri,KNO,TPE,Indonesia,1,0,1,4.67,0,4685
1,Internet,RoundTrip,Admiral,55,26,14,Tue,KNO,TPE,Indonesia,0,0,0,4.67,0,3755
1,Internet,RoundTrip,Business,9,30,2,Fri,KNO,TPE,Taiwan,0,0,0,4.67,0,2201
1,Internet,RoundTrip,Admiral,113,31,12,Sun,KNO,TPE,Taiwan,1,1,1,4.67,0,3567
1,Internet,RoundTrip,Economy,20,38,7,Thu,KNO,TPE,Taiwan,1,0,0,4.67,0,953
2,Internet,RoundTrip,Economy,198,44,5,Wed,KNO,TPE,Taiwan,1,0,0,4.67,0,959
1,Mobile,RoundTrip,Admiral,140,36,15,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,4502
1,Internet,RoundTrip,Economy,46,37,4,Fri,KNO,TPE,Indonesia,1,0,1,4.67,0,1692
1,Internet,RoundTrip,Economy,24,21,16,Mon,KNO,TPE,Taiwan,1,0,1,4.67,0,1785
1,Internet,RoundTrip,Admiral,72,140,12,Wed,KNO,TPE,Taiwan,1,1,1,4.67,0,4946
1,Internet,RoundTrip,Economy,3,30,4,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,553
1,Internet,RoundTrip,Economy,23,76,7,Wed,KNO,TPE,Indonesia,1,0,0,4.67,0,986
2,Internet,RoundTrip,Business,42,23,14,Mon,KNO,TPE,Taiwan,1,0,0,4.67,0,3218
4,Internet,RoundTrip,Economy,25,17,3,Thu,KNO,TPE,Indonesia,1,0,1,4.67,0,1959
2,Internet,RoundTrip,Business,100,23,8,Fri,KNO,TPE,Indonesia,1,0,0,4.67,0,2773
1,Internet,RoundTrip,Admiral,185,29,13,Sat,KNO,TPE,Indonesia,0,0,0,4.67,0,4284
2,Internet,RoundTrip,Admiral,84,57,12,Fri,KNO,TPE,Indonesia,1,1,1,4.67,0,4086
1,Internet,RoundTrip,Economy,5,26,6,Thu,KNO,TPE,Taiwan,0,0,0,4.67,0,1464
1,Internet,RoundTrip,Admiral,35,17,8,Fri,KNO,TPE,Taiwan,1,0,1,4.67,0,4558
1,Internet,RoundTrip,Business,17,17,6,Thu,KNO,TPE,Indonesia,1,0,0,4.67,1,3213
2,Internet,RoundTrip,Business,26,57,10,Thu,KNO,TPE,Taiwan,1,0,1,4.67,0,2654
1,Internet,RoundTrip,Business,39,28,12,Mon,KNO,TPE,Taiwan,0,0,1,4.67,0,3271
1,Internet,RoundTrip,Admiral,271,25,5,Sun,KNO,TPE,Indonesia,1,0,1,4.67,0,4788
1,Internet,CircleTrip,Economy,7,1,11,Sat,KNO,TPE,Taiwan,1,0,1,4.67,0,1855
6,Internet,RoundTrip,Economy,44,17,5,Fri,KNO,TPE,Taiwan,1,0,0,4.67,0,702
1,Internet,RoundTrip,Admiral,180,35,8,Mon,KNO,TPE,Indonesia,1,0,0,4.67,0,4664
1,Internet,RoundTrip,Economy,27,30,8,Thu,KNO,TPE,Taiwan,1,0,0,4.67,0,525
1,Internet,RoundTrip,Business,52,26,6,Wed,KNO,TPE,Taiwan,1,0,0,4.67,0,2769
1,Mobile,RoundTrip,Admiral,75,29,11,Sun,KNO,TPE,Indonesia,1,1,0,4.67,0,3979
1,Internet,RoundTrip,Business,26,26,10,Sat,KNO,TPE,Indonesia,1,1,1,4.67,0,2739
1,Internet,RoundTrip,Economy,23,39,16,Wed,KNO,TPE,Taiwan,0,0,0,4.67,0,447
2,Internet,RoundTrip,Economy,33,27,5,Tue,KNO,TPE,Taiwan,1,0,1,4.67,0,1915
1,Internet,RoundTrip,Business,113,31,12,Sun,KNO,TPE,Taiwan,1,1,1,4.67,0,2265
1,Internet,RoundTrip,Admiral,101,33,13,Fri,KNO,TPE,Taiwan,1,0,0,4.67,0,3941
1,Mobile,RoundTrip,Business,123,28,18,Sat,KNO,TPE,Indonesia,1,0,0,4.67,0,3466
1,Mobile,RoundTrip,Admiral,6,17,14,Tue,KNO,TPE,Indonesia,1,1,0,4.67,0,4873
1,Internet,RoundTrip,Economy,113,31,12,Sun,KNO,TPE,Taiwan,1,1,1,4.67,0,557
1,Internet,RoundTrip,Admiral,2,177,11,Thu,KNO,TPE,Indonesia,1,0,0,4.67,0,4874
1,Internet,RoundTrip,Business,33,32,11,Thu,KNO,TPE,Taiwan,1,0,1,4.67,0,2412
1,Internet,RoundTrip,Economy,15,28,10,Tue,KNO,TPE,Taiwan,1,0,0,4.67,0,386
