AppID,Name,Developer,Publisher,Genre,Categories,Owners,Positive_Reviews,Negative_Reviews,Price_USD,Initial_Price_USD,Discount_Percent,Peak_Concurrent_Players,Platforms,Release_Date,Required_Age,Avg_Rating_5,Playability_Index_10
395150,Dark Storm: VR Missions,Fenrir Studios,Fenrir Studios,"Action, Adventure, Indie, Strategy, Early Access","Single-player, Partial Controller Support, Steam Cloud, Steam Trading Cards","0 .. 20,000",11,14,0,0,0,0,"windows, mac",8/19/2015,0,3.88,9.43
395160,Toby: The Secret Mine,Lukas Navratil,Lukas Navratil,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV","20,000 .. 50,000",420,172,0.99,9.99,90,0,"windows, mac, linux",10/20/2015,0,4.55,3.55
395170,DISTRAINT: Deluxe Edition,Jesse Makkonen,Jesse Makkonen,"Adventure, Casual, Indie","Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards","2,000,000 .. 5,000,000",10044,724,4.99,4.99,0,9,windows,10/21/2015,0,2.97,7.39
395190,Reiner Knizia's The Confrontation,"Offworld Games, LLC","Offworld Games, LLC",Strategy,"Multi-player, Single-player, Stats, Steam Achievements, Cross-Platform Multiplayer","0 .. 20,000",12,0,0,0,0,0,"windows, mac",9/21/2015,0,2.7,2.12
395200,Ben and Ed,Sluggerfly,Sluggerfly,"Action, Adventure, Indie","Single-player, Partial Controller Support, Steam Achievements","100,000 .. 200,000",2132,463,9.99,9.99,0,13,windows,12/8/2015,0,4.82,8.56
395250,The Adventures of Fatman,SOCKO! Entertainment,Screen 7,"Adventure, Indie","Single-player, Commentary available, Steam Cloud, Steam Trading Cards","20,000 .. 50,000",88,30,0.99,0.99,0,2,windows,10/1/2015,0,2.51,8.97
395270,A Wolf in Autumn,David Szymanski,David Szymanski,"Adventure, Indie","Single-player, Steam Trading Cards","20,000 .. 50,000",242,86,1.99,1.99,0,0,windows,10/27/2015,0,3.93,8.12
395300,Voxel Blast,Ceiba Software and Arts,Ceiba Software and Arts,"Action, Indie","Multi-player, Single-player, Stats, Steam Achievements, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards","0 .. 20,000",2,2,11.99,11.99,0,0,"windows, mac, linux",10/22/2015,0,3.7,7.81
395350,Doors,Calvin Weibel,Calvin Weibel,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards","20,000 .. 50,000",190,114,4.99,4.99,0,0,"windows, mac",2/12/2016,0,4.99,2.53
395380,ANKI,Wojciech Krupinski,KrupinskiArt,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards","100,000 .. 200,000",89,47,0.99,0.99,0,2,windows,8/24/2015,0,2.42,3.9
395400,Freedom Cry,Warfare Studios,Warfare Studios,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","50,000 .. 100,000",33,28,4.99,4.99,0,0,windows,9/4/2015,0,3.64,0.67
395420,The Dwarf Run,Alexander Mirdzveli,Alexander Mirdzveli,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards","20,000 .. 50,000",108,41,8.99,8.99,0,0,"windows, mac, linux",10/21/2015,0,2.93,2.21
395470,ICARUS.1,electrolyte,electrolyte,"Action, Indie","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud","20,000 .. 50,000",44,20,6.99,6.99,0,0,windows,11/17/2016,0,3.56,1.48
395480,The Makeshifter,Squirrel Physics,Squirrel Physics,"Action, Adventure, Casual, Indie, Early Access","Single-player, Full controller support, Steam Trading Cards","0 .. 20,000",3,2,8.99,8.99,0,0,"windows, mac, linux",8/21/2015,0,3.47,1.28
395500,Rot Gut,Shotgun Surgeons,Shotgun Surgeons,"Action, Adventure, Indie","Single-player, Steam Achievements","50,000 .. 100,000",235,40,1.99,1.99,0,0,windows,7/12/2016,0,3.36,5.6
395520,Missing Translation,"AlPixel Games, Luis Diaz, Gustavo Santos, Albert Fernandez, Tice Thomason",GamesBoosters,"Adventure, Casual, Free to Play, Indie","Single-player, Steam Achievements, Steam Trading Cards","200,000 .. 500,000",2679,373,0,0,0,1,"windows, mac",9/24/2015,0,3.25,1.11
395550,Operation Hardcore,Cosmocat,Cosmocat,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together","20,000 .. 50,000",23,3,4.99,4.99,0,0,"windows, mac",12/28/2016,0,4.19,0.14
395560,Lost Horizon 2,Animation Arts GmbH,Ravenscourt,Adventure,"Single-player, Full controller support, Steam Trading Cards","0 .. 20,000",89,89,14.99,14.99,0,3,windows,10/1/2015,0,2.29,9.21
395570,We Are The Dwarves,Whale Rock Games,Whale Rock Games,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Single-player, Co-op, Captions available, Commentary available, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards, Online PvP, PvP","100,000 .. 200,000",742,362,9.99,9.99,0,2,"windows, mac, linux",2/25/2016,0,2.36,5.83
395580,Inventioneers,Filimundus,Filimundus,Casual,"Multi-player, Single-player, Includes level editor, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards","0 .. 20,000",17,4,6.99,6.99,0,0,"windows, mac, linux",10/5/2015,0,4.82,2.75
395600,Armor Clash,Windforce,Windforce,"Indie, Simulation, Strategy","Multi-player, Single-player, Cross-Platform Multiplayer, Shared/Split Screen PvP, Remote Play Together, PvP","0 .. 20,000",59,24,6.99,6.99,0,0,"windows, mac, linux",10/21/2015,0,2.92,3.39
395620,Ittle Dew 2+,Ludosity,Ludosity,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards","20,000 .. 50,000",295,47,14.99,14.99,0,0,"windows, mac, linux",11/15/2016,0,3.93,2.99
395640,Velocity Stream,Cavelight Entertainment,Cavelight Entertainment,Racing,"Multi-player, Single-player, Shared/Split Screen, Full controller support","0 .. 20,000",6,3,0,0,0,0,windows,10/5/2015,0,3.19,0.5
395850,Bear Simulator,Farjay.com,Farjay.com,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards","20,000 .. 50,000",504,82,14.99,14.99,0,0,"windows, mac, linux",2/26/2016,0,4.54,6.94
395860,The Last Dream: Developer's Edition,Specialbit Studio,Specialbit Studio,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","20,000 .. 50,000",260,71,2.49,9.99,75,1,"windows, mac",12/3/2015,0,2.79,7.76
395880,Sky Tower,Animootor,Animootor,"Casual, Indie, Simulation",Single-player,"0 .. 20,000",8,4,4.99,4.99,0,0,windows,4/25/2016,0,2.37,8.45
395890,Lapland Solitaire,Lemon Moose,Nomad Games,Casual,Single-player,"0 .. 20,000",16,4,0,0,0,0,windows,9/14/2015,0,4.36,1.41
395900,Backgammon Blitz,VooFoo Studios,Nomad Games,Casual,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Steam Turn Notifications, Remote Play on TV","20,000 .. 50,000",114,77,3.99,3.99,0,0,windows,11/12/2015,0,4.5,3.21
395910,Get Rich or Die Gaming,Baller Industries,Baller Industries,Adventure,Single-player,"0 .. 20,000",6,25,2.99,2.99,0,0,windows,9/2/2015,0,4.82,3.42
395920,Playing History - The Plague,Serious Games Interactive,Serious Games Interactive,"Adventure, Casual, Indie",Single-player,"0 .. 20,000",27,19,0.99,0.99,0,0,"windows, mac",10/21/2015,0,3.02,6.46
395930,Farm Frenzy: Heave Ho,"Alawar Stargaze, Alawar Entertainment",ESDigital Games,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards","20,000 .. 50,000",76,10,4.99,4.99,0,1,"windows, mac",8/26/2015,0,2.56,5.8
395940,Scribbled Arena,Apar Games,Apar Games,"Action, Indie, Massively Multiplayer, Early Access","Multi-player, Partial Controller Support, Steam Achievements, Steam Trading Cards, Online PvP, PvP","0 .. 20,000",2,3,8.99,8.99,0,0,windows,5/12/2017,0,4.34,7.73
396010,The Rise of Chubtan,RadarJam,Kajak Games,"Action, Indie","Multi-player, Shared/Split Screen, Full controller support, Remote Play Together","0 .. 20,000",3,1,7.99,7.99,0,0,windows,1/21/2016,0,2.54,6.33
396030,InCell VR,Luden.io,Luden.io,"Free to Play, Indie, Racing, Strategy","Single-player, Steam Achievements, Full controller support, VR Support","100,000 .. 200,000",177,85,0,0,0,0,"windows, mac, linux",9/3/2015,0,4.59,2.27
396060,The Rose and I,"Eugene Chung, Jimmy Maidens, Terry Kaleas",Penrose Studios,"Casual, Indie","Single-player, Full controller support, VR Support","20,000 .. 50,000",157,20,0,0,0,0,windows,4/5/2016,0,3.61,1.67
396090,Rogue State,"LRDGames, Inc.","LRDGames, Inc.","Indie, Simulation, Strategy","Single-player, Captions available, Steam Achievements, Steam Leaderboards, Steam Trading Cards","20,000 .. 50,000",189,63,7.99,7.99,0,1,windows,10/16/2015,0,3.98,8.91
396230,VERSUS: The Lost Ones,Choice of Games,Choice of Games,"Indie, RPG","Single-player, Captions available, Steam Achievements, Steam Cloud","0 .. 20,000",141,30,3.99,3.99,0,1,"windows, mac, linux",8/21/2015,0,2.47,7.31
396260,World's Fastest Pizza,Oscar Brittain,Oscar Brittain,"Action, Indie, Simulation","Single-player, Full controller support","0 .. 20,000",42,3,2.99,2.99,0,0,windows,3/15/2016,0,2.62,5.93
396280,Anarchy Online,Funcom,Funcom,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy","Multi-player, Single-player, MMO, In-App Purchases","100,000 .. 200,000",172,40,0,0,0,0,windows,2/22/2017,0,4.71,5.56
396310,Masochisia,Oldblood,Oldblood,Indie,"Single-player, Captions available, Steam Trading Cards","20,000 .. 50,000",328,57,7.99,7.99,0,1,"windows, mac, linux",10/9/2015,18,2.43,3.23
396320,Tank Battle: 1944,HexWar Games,HexWar Games,Strategy,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",33,20,9.99,9.99,0,0,"windows, mac",3/1/2016,0,4.95,9.74
396350,Bleed 2,Ian Campbell,Ian Campbell,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together","50,000 .. 100,000",733,31,9.99,9.99,0,1,"windows, mac, linux",2/8/2017,0,2.6,6.29
396360,LocoSoccer Classic,Startreming Games,Startreming Games,"Indie, Sports, Strategy","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP","100,000 .. 200,000",166,92,0.99,0.99,0,0,"windows, linux",12/9/2015,0,4.81,8.68
396480,Battlevoid: Harbinger,Bugbyte Ltd.,Bugbyte Ltd.,"Action, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud","100,000 .. 200,000",730,188,9.99,9.99,0,12,"windows, mac, linux",2/24/2016,0,2.47,8.2
396530,Fireflies,Phanom Games,Phanom Games,"Adventure, Indie","Single-player, Steam Trading Cards","50,000 .. 100,000",20,37,1.99,1.99,0,0,windows,9/7/2015,0,4.76,2.73
396590,CMYW,Shane Berezowski,Zen Labs,"Action, Indie","Multi-player, Single-player, Shared/Split Screen, Steam Leaderboards, Full controller support, Remote Play Together","0 .. 20,000",30,10,3.99,3.99,0,0,windows,10/16/2015,0,2.09,4.71
396610,Quantum Flux,Dharker Studios,Dharker Studios,"Action, Indie",Single-player,"0 .. 20,000",2,10,2.99,2.99,0,0,"windows, mac",8/21/2015,0,2.49,9.62
396640,TowerClimb,Davioware and Quazi,Davioware and Quazi,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Partial Controller Support, Shared/Split Screen, Remote Play Together","0 .. 20,000",298,28,14.99,14.99,0,4,windows,9/22/2015,0,3.33,3.83
396650,ACE Academy,PixelFade,PixelFade,"Action, Adventure, Indie, RPG, Simulation, Sports","Single-player, Steam Cloud","100,000 .. 200,000",1380,71,19.99,19.99,0,2,"windows, mac, linux",8/22/2016,0,3.79,4.23
396660,Tahira: Echoes of the Astral Empire,Whale Hammer Games,Whale Hammer Games,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","20,000 .. 50,000",86,25,14.99,14.99,0,0,"windows, mac, linux",8/31/2016,0,4.54,7.8
396680,Sol Trader,Chris Parsons,Revelation Games,"Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud","0 .. 20,000",45,21,19.99,19.99,0,1,"windows, mac, linux",6/6/2016,0,2.81,1.04
396700,Hover Cubes: Arena,Gametology,Deck13,"Action, Casual, Indie, Sports, Early Access","Multi-player, Single-player, Co-op, Stats, Partial Controller Support, Steam Achievements, Steam Leaderboards","0 .. 20,000",19,1,0,0,0,0,windows,5/2/2016,0,2.73,1.53
396710,The Adventure Pals,Massive Monster,Armor Games Studios,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together","200,000 .. 500,000",1404,111,14.99,14.99,0,14,"windows, mac",4/3/2018,0,2.03,9.99
396730,gShift,deadweight games,"NEXUS Studios, Inc.","Adventure, Casual, Indie","Single-player, Stats","0 .. 20,000",5,11,0.99,0.99,0,0,windows,8/25/2015,0,2.66,8.44
396750,EVERSPACE,ROCKFISH Games,ROCKFISH Games,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","500,000 .. 1,000,000",7905,2086,29.99,29.99,0,36,"windows, mac, linux",5/25/2017,0,3.23,5.43
396790,Dracula's Legacy,"Jetdogs Studios, IndeePop",Jetdogs Studios,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",547,143,2.99,2.99,0,0,"windows, mac",10/22/2015,0,4.98,1.2
396800,12 Labours of Hercules IV: Mother Nature (Platinum Edition),"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",447,57,2.99,2.99,0,5,"windows, mac, linux",12/25/2015,0,3.73,0.41
396850,Chronicles of the Witches and Warlocks,8Floor,8Floor,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards","50,000 .. 100,000",111,74,4.99,4.99,0,2,windows,11/18/2015,0,4.35,3.91
396860,Over The Hills And Far Away,WarGirl Games,WarGirl Games,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","0 .. 20,000",172,27,5.99,5.99,0,0,"windows, mac, linux",9/16/2015,0,3.43,1.11
396870,Catyph: The Kunci Experiment,Simon Says: Play!,Simon Says: Play!,"Action, Adventure, Indie",Single-player,"0 .. 20,000",18,6,9.99,9.99,0,0,windows,5/11/2016,0,3.74,4.68
396890,Gridworld,DopplerFrog,DopplerFrog,"Indie, Simulation","Single-player, Commentary available, Includes level editor, Steam Trading Cards","0 .. 20,000",179,32,0.99,0.99,0,5,"windows, linux",12/24/2015,0,2.76,4.37
396900,GRIP: Combat Racing,Caged Element Inc.,Wired Productions,"Action, Indie, Racing","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","200,000 .. 500,000",3386,583,29.99,29.99,0,11,windows,11/6/2018,0,2.95,5.78
396930,Tidal Affair: Before The Storm,Overcurfew,Overcurfew,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Full controller support","0 .. 20,000",13,7,9.99,9.99,0,0,"windows, mac",11/24/2015,0,3.23,7.87
397020,Ironkraft - Road to Hell,Invoker Studios,Invoker Studios,"Action, Casual, Indie, Early Access","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards","0 .. 20,000",2,6,9.99,9.99,0,0,"windows, mac, linux",10/22/2015,0,3.82,8.86
397040,Sphere III: Rage of the Devastator,GameXP.com,GameXP.com,"Action, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Trading Cards, In-App Purchases","100,000 .. 200,000",199,198,0,0,0,1,windows,12/2/2015,0,4.66,6.66
397060,Faeria,Abrakam Entertainment SA,Versus Evil,"Adventure, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Online PvP, Online Co-op, PvP","500,000 .. 1,000,000",5686,1103,9.99,19.99,50,45,"windows, mac, linux",3/8/2017,0,2.23,5.99
397090,Wind Child,Valkyria Games,Valkyria Games,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","20,000 .. 50,000",74,18,0.59,5.99,90,5,windows,3/18/2016,0,4.99,9.76
397100,MachineCraft,G2CREW,G2CREW,"Free to Play, Indie, Simulation, Early Access","Multi-player, Single-player, Steam Workshop","200,000 .. 500,000",690,208,0,0,0,13,windows,3/25/2016,0,2.53,9.11
397150,Stellar Overload,Cubical Drift,Cubical Drift,"Adventure, Indie, RPG, Early Access","Multi-player, Single-player, Co-op, Cross-Platform Multiplayer","50,000 .. 100,000",428,184,0,0,0,0,"windows, mac, linux",10/11/2016,0,3.69,0.62
397160,Aurora Dusk: Steam Age,Sylvain Harlaut,Sylvain Harlaut,"Indie, RPG, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Trading Cards, LAN PvP, LAN Co-op, PvP","20,000 .. 50,000",239,46,9.99,9.99,0,0,windows,3/8/2019,0,2.45,8.18
397190,Sengoku Jidai: Shadow of the Shogun,Byzantine Games,Slitherine Ltd.,Strategy,"Multi-player, Single-player, Includes level editor","20,000 .. 50,000",116,34,29.99,29.99,0,0,windows,5/19/2016,0,3.87,8.99
397200,Deliverance,TBDTS Games,TBDTS Games,"Action, Casual, Indie","Single-player, Stats, Partial Controller Support, Steam Achievements, Steam Leaderboards","0 .. 20,000",12,14,4.99,4.99,0,0,"windows, mac",8/31/2015,0,2.84,4.18
397240,Troubles Land,ENKSoft,ENKSoft,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support","0 .. 20,000",8,7,4.99,4.99,0,0,"windows, mac, linux",9/11/2015,0,2.31,4.71
397270,A Kiss For The Petals - Remembering How We Met,St. Michael's Girls School,MangaGamer,Adventure,"Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",1405,103,7.99,7.99,0,4,"windows, mac, linux",9/25/2015,0,4.96,9.54
397310,Looterkings,Looterkings,Headup Games,"Action, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Online PvP, Online Co-op, PvP","0 .. 20,000",319,111,3.59,17.99,80,0,windows,8/11/2017,0,3.94,0.81
397320,CTU: Counter Terrorism Unit,Odin Game Studio,Excalibur Publishing,"Action, Strategy","Multi-player, Single-player, Co-op, Includes level editor, Steam Workshop","20,000 .. 50,000",33,69,4.99,4.99,0,0,windows,4/22/2016,0,2.15,6.86
397330,Twinsen's Little Big Adventure Classic,[2.21],[2.21],"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Cloud, Full controller support","20,000 .. 50,000",276,48,9.99,9.99,0,2,windows,10/20/2015,0,4.92,4.22
397340,SimplePlanes,"Jundroo, LLC","Jundroo, LLC","Indie, Simulation","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Workshop","500,000 .. 1,000,000",8315,633,12.99,12.99,0,178,"windows, mac",12/17/2015,0,4.76,3.56
397350,Lords of the Realm II,Impressions Games,Rebellion,"RPG, Strategy",Single-player,"50,000 .. 100,000",1069,44,2.99,2.99,0,183,windows,12/3/2015,0,2.91,0.95
397360,Magician's Apprentice,Kosek.com,Kosek.com,"Action, Indie, RPG, Early Access","Single-player, Steam Cloud, Steam Trading Cards","0 .. 20,000",5,8,0,0,0,0,windows,11/9/2015,0,4.53,9.82
397390,Space Food Truck,One Man Left Studios,One Man Left Studios,"Indie, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards, Steam Turn Notifications, Remote Play Together","20,000 .. 50,000",190,73,9.99,9.99,0,7,"windows, mac, linux",3/25/2016,0,2.94,3.44
397400,HueBots,Huebotics,Huebotics,"Casual, Free to Play, Indie, Strategy","Single-player, Includes level editor, Steam Achievements, Steam Cloud","0 .. 20,000",39,3,0,0,0,0,"windows, mac, linux",8/26/2015,0,2.21,6.43
397430,Zoombinis,TERC,Viva Media,"Adventure, Casual","Single-player, Steam Trading Cards","50,000 .. 100,000",850,62,9.99,9.99,0,18,"windows, mac",10/28/2015,0,3.73,1.05
397440,Lost Legends: The Weeping Woman Collector's Edition,Gunnar Games,Gunnar Games,"Adventure, Casual",Single-player,"0 .. 20,000",59,15,7.99,7.99,0,0,windows,10/21/2015,0,2.68,7.59
397460,The Jackbox Party Pack 2,"Jackbox Games, Inc.","Jackbox Games, Inc.","Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, PvP","200,000 .. 500,000",1677,73,24.99,24.99,0,131,"windows, mac, linux",10/13/2015,0,3.07,7.48
397500,Labyronia RPG 2,Labyrinthine,Senpai Studios,"Action, Adventure, Indie, RPG","Single-player, Captions available, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","200,000 .. 500,000",459,150,1.99,1.99,0,0,windows,8/28/2015,0,4.2,6.99
397540,Borderlands 3,Gearbox Software,2K,"Action, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Online Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, LAN Co-op","2,000,000 .. 5,000,000",90115,16641,59.99,59.99,0,4590,windows,3/13/2020,0,3.7,9.54
397570,Shmadow,Extrokold Games,Extrokold Games,"Action, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play Together","20,000 .. 50,000",160,37,1.99,1.99,0,0,"windows, mac, linux",11/3/2015,0,2.06,1.98
397580,Moonbase 332,"camefrom.space, Marco Sadowski",camefrom.space,"Action, Indie","Single-player, Stats, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","20,000 .. 50,000",37,93,4.99,4.99,0,0,windows,9/18/2015,0,2.67,5.48
397600,Viral EX,Fierce Kaiju Ltd,Fierce Kaiju Ltd,"Action, Indie","Single-player, Steam Achievements, Steam Leaderboards, Steam Trading Cards","0 .. 20,000",18,0,9.99,9.99,0,0,windows,7/10/2017,0,3.4,4.04
397640,Nulldrifters,Cliax Games,Cliax Games,Racing,Single-player,"0 .. 20,000",8,3,1.99,1.99,0,0,windows,12/14/2015,0,2.87,0.29
397660,Behind You,"Hatipoglu Sores, Kendal Hatipoglu",OxPrimeStudio,"Nudity, Violent, Gore, Action, Adventure, Indie","Single-player, Steam Achievements, VR Support","0 .. 20,000",12,8,16.99,16.99,0,0,windows,2/21/2017,0,3.16,4.61
397690,Hyperspace Invaders II: Pixel Edition,Entity Medialab,Plug In Digital,"Action, Indie","Single-player, Partial Controller Support, Steam Achievements, Steam Leaderboards","50,000 .. 100,000",307,74,4.99,4.99,0,0,windows,9/4/2015,0,2.52,4.89
397720,Romance of the Three Kingdoms Maker,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Simulation,"Single-player, Includes level editor","500,000 .. 1,000,000",190,102,9.99,9.99,0,4,windows,12/9/2015,0,4.68,3.99
397740,Hylics,Mason Lindroth,Mason Lindroth,"Indie, RPG",Single-player,"100,000 .. 200,000",3038,64,2.99,2.99,0,9,windows,10/2/2015,0,3.65,2
397750,Guided Meditation VR,Cubicle Ninjas,Cubicle Ninjas,"Casual, Indie, Early Access",Single-player,"0 .. 20,000",89,23,14.99,14.99,0,0,windows,10/3/2016,0,2.25,0.54
397760,Urban War Defense,Budgie Games,Budgie Games,"Action, Indie, Strategy, Early Access","Single-player, Steam Cloud, Full controller support, Steam Trading Cards","0 .. 20,000",3,77,5.99,5.99,0,0,"windows, mac, linux",7/7/2017,0,2.65,5.1
397770,Meridian: Age of Invention,Mirball Games,Alawar Entertainment,Casual,"Single-player, Steam Trading Cards","20,000 .. 50,000",62,26,2.99,2.99,0,0,windows,9/30/2015,0,3.45,6.08
397780,A Wise Use of Time,Choice of Games,Choice of Games,"Indie, RPG","Single-player, Captions available, Steam Achievements, Steam Cloud","0 .. 20,000",94,23,5.99,5.99,0,0,"windows, mac, linux",9/4/2015,0,2.26,6.82
397800,BattleQuiz,Rhema Group,Play sp. z o. o.,"Casual, Indie","Multi-player, Single-player, Shared/Split Screen, Remote Play Together","0 .. 20,000",10,19,2.99,2.99,0,0,windows,9/3/2015,0,4,0.68
397810,Super Bomb Rush!,Curvature Systems,Curvature Systems,"Action, Adventure, Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP","0 .. 20,000",6,18,0.99,0.99,0,0,windows,4/20/2017,0,2.97,8.24
397820,Let's Sing 2016,Voxler Games,Ravenscourt,Casual,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","20,000 .. 50,000",29,27,19.99,19.99,0,0,windows,1/21/2016,0,3.91,1.47
397830,Zxill: A Legend of Time,"ZXDigital Ltd, Polyquest Games",ZXDigital Ltd,"Adventure, Indie, RPG, Early Access","Single-player, Full controller support","0 .. 20,000",1,7,6.99,6.99,0,0,windows,9/4/2015,0,3.88,4.21
397840,Car Mechanic Manager,InImages,Manager Games S.A.,"Casual, Indie",Single-player,"50,000 .. 100,000",55,49,4.99,4.99,0,0,windows,9/23/2015,0,4.4,6.87
397850,Sonder. Episode ONE,KAMAi MEDIA,KAMAi MEDIA,"Adventure, Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","0 .. 20,000",10,3,3.99,3.99,0,0,windows,5/9/2017,0,3.39,8.26
397860,Carnivore Land,dwCrew,dwCrew,"Action, Indie","Multi-player, Single-player, Co-op, Stats, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Remote Play Together","0 .. 20,000",17,2,7.99,7.99,0,0,"windows, mac, linux",3/9/2016,0,2.14,5.83
397870,Arcane Sorcery,Andrew Rowe,Andrew Rowe,"Indie, Strategy","Single-player, Captions available, Steam Trading Cards","200,000 .. 500,000",30,24,0,0,0,1,"windows, mac",9/15/2015,0,2.26,2.31
397900,Business Tour - Board Game with Online Multiplayer,Creobit,8Floor,"Casual, Free to Play, Indie, Massively Multiplayer, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, In-App Purchases, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, PvP","2,000,000 .. 5,000,000",38509,24349,0,0,0,1154,"windows, mac",7/27/2017,0,4.3,6.1
