,Company Name,Employee Job Title,Employee Gender,Employee Age,Employee Physical Location,Employee Work Location,Retention Priority,Employee Salary,Employment Status,"Last Performance Rating (5=best, 1=worst)",Retained
2675,Amazon,Front End Developer,m,33,New York,hybrid,2,12000,Full Time,2.1,1
2676,IBM,Front End Developer,f,22,Bombay,onsite,4,177000,Part-Time,2.6,0
2677,Mastercard,Python Developer,other,36,California,remote,2,333000,Intern,4.4,0
2678,Mastercard,Python Developer,m,23,London,onsite,1,100000,Full Time,0.8,0
2679,Amazon,Front End Developer,other,21,London,hybrid,3,361000,Full Time,3.6,0
2680,Google,Test Engineer,other,31,Munich,remote,3,822000,Intern,5.0,1
2681,Apple,Front End Developer,f,22,California,onsite,2,575000,Intern,3.9,1
2682,Mastercard,Python Developer,f,48,New York,remote,3,26000,Intern,2.7,0
2683,Uber,Front End Developer,other,50,Moscow,onsite,2,546000,Intern,0.0,0
2684,Cognizant,Android Developer,m,20,Dubai,remote,4,288000,Part-Time,0.5,1
2685,Google,Full Stack Developer,f,47,Manchester,onsite,2,989000,Intern,1.1,0
2686,IBM,Front End Developer,m,49,London,remote,3,116000,Full Time,4.0,1
2687,Cognizant,Test Engineer,f,53,Dubai,remote,5,688000,Intern,2.9,0
2688,Google,Test Engineer,f,53,Dubai,onsite,4,828000,Full Time,0.1,1
2689,Wipro,Front End Developer,other,39,Dubai,onsite,5,926000,Part-Time,0.8,0
2690,Mastercard,Software Development Engineer,other,18,California,remote,3,960000,Full Time,0.9,1
2691,Microsoft,Software Development Engineer,m,25,California,remote,1,376000,Part-Time,1.5,0
2692,Cognizant,IOS Developer,f,30,California,remote,1,176000,Full Time,4.0,0
2693,Google,Data Analyst,other,47,Manchester,hybrid,1,949000,Part-Time,2.3,1
2694,IBM,Back End Developer,f,40,Dubai,remote,3,605000,Full Time,2.6,1
2695,Apple,Data Analyst,f,30,London,onsite,4,391000,Intern,4.4,0
2696,Wipro,IOS Developer,m,53,London,hybrid,2,765000,Full Time,1.9,1
2697,Infosys,IOS Developer,f,51,Tokyo,remote,4,857000,Full Time,3.7,0
2698,Wipro,Data Analyst,other,27,Tokyo,onsite,4,157000,Full Time,1.4,0
2699,IBM,IOS Developer,m,28,Manchester,hybrid,1,173000,Part-Time,1.8,1
2700,IBM,Research Engineer,m,45,California,remote,4,921000,Full Time,1.6,1
2701,Infosys,Full Stack Developer,other,18,Munich,onsite,1,195000,Full Time,2.9,1
2702,Infosys,Android Developer,other,47,New York,hybrid,2,305000,Part-Time,3.5,1
2703,Apple,Back End Developer,f,47,London,hybrid,5,924000,Part-Time,0.1,0
2704,Uber,Front End Developer,m,19,California,remote,2,65000,Intern,1.1,1
2705,Uber,Back End Developer,other,25,London,onsite,5,846000,Full Time,3.4,1
2706,Infosys,Full Stack Developer,f,18,London,remote,2,848000,Intern,1.8,0
2707,Microsoft,Test Engineer,other,21,Tokyo,onsite,3,783000,Full Time,1.5,1
2708,Google,Data Analyst,m,34,London,remote,3,682000,Part-Time,3.7,1
2709,Infosys,IOS Developer,f,47,Manchester,onsite,2,47000,Part-Time,4.7,0
2710,IBM,Python Developer,other,29,Bombay,hybrid,5,933000,Full Time,2.6,0
2711,IBM,Full Stack Developer,m,44,California,remote,1,331000,Intern,1.6,0
2712,Infosys,Front End Developer,m,46,Bombay,onsite,3,957000,Full Time,2.0,0
2713,Apple,Front End Developer,f,19,New York,hybrid,3,344000,Intern,3.2,1
2714,Microsoft,Python Developer,other,35,London,remote,4,690000,Full Time,1.1,0
2715,Cognizant,Python Developer,other,32,Dubai,hybrid,2,836000,Full Time,0.3,1
2716,Mastercard,Research Engineer,other,18,Manchester,remote,2,137000,Full Time,3.7,0
2717,Mastercard,Front End Developer,f,40,New York,onsite,5,678000,Full Time,0.9,0
2718,Amazon,Test Engineer,f,22,Sydney,onsite,4,451000,Full Time,3.9,1
2719,Infosys,IOS Developer,other,26,Dubai,onsite,5,161000,Part-Time,2.0,1
2720,Infosys,Full Stack Developer,m,22,Manchester,hybrid,5,442000,Part-Time,4.4,1
2721,Wipro,Test Engineer,other,23,Sydney,remote,1,853000,Full Time,1.2,1
2722,Wipro,Back End Developer,f,46,Sydney,hybrid,5,57000,Full Time,2.7,1
2723,Infosys,Android Developer,m,50,New York,remote,5,351000,Intern,1.3,1
2724,IBM,Python Developer,other,54,California,hybrid,5,224000,Part-Time,3.9,1
2725,Cognizant,Front End Developer,m,39,London,remote,1,464000,Part-Time,0.5,1
2726,Wipro,Test Engineer,other,21,Moscow,remote,5,720000,Part-Time,4.9,0
2727,Google,Android Developer,m,54,Tokyo,hybrid,5,388000,Part-Time,4.0,0
2728,Mastercard,Data Analyst,f,51,Manchester,remote,4,562000,Full Time,3.3,1
2729,Google,Back End Developer,f,47,Dubai,remote,4,713000,Part-Time,3.0,1
2730,Microsoft,Full Stack Developer,m,47,Manchester,hybrid,5,824000,Part-Time,4.2,0
2731,Amazon,Data Analyst,f,39,Manchester,hybrid,4,190000,Full Time,3.9,1
2732,Cognizant,Full Stack Developer,f,48,Dubai,onsite,5,18000,Part-Time,4.2,1
2733,IBM,Software Development Engineer,m,45,Tokyo,onsite,1,561000,Part-Time,0.7,0
2734,Wipro,Back End Developer,m,19,Tokyo,onsite,4,777000,Part-Time,3.6,1
2735,Uber,Front End Developer,m,33,New York,remote,1,236000,Full Time,4.8,0
2736,Apple,Python Developer,other,46,Dubai,remote,2,724000,Part-Time,1.4,1
2737,Amazon,Software Development Engineer,other,25,Bombay,onsite,2,182000,Full Time,0.2,1
2738,Amazon,Android Developer,m,35,New York,onsite,3,119000,Full Time,4.9,0
2739,IBM,IOS Developer,f,22,Munich,onsite,2,30000,Part-Time,3.6,0
2740,Amazon,Data Analyst,f,24,Tokyo,onsite,1,453000,Full Time,3.1,1
2741,Infosys,Data Analyst,m,55,Moscow,hybrid,3,722000,Part-Time,1.8,0
2742,Amazon,Data Analyst,f,23,California,remote,3,239000,Full Time,1.7,1
2743,Uber,Android Developer,other,34,New York,hybrid,4,409000,Full Time,2.0,0
2744,Microsoft,Test Engineer,other,55,Moscow,hybrid,2,23000,Full Time,2.1,1
2745,Microsoft,Back End Developer,m,42,Sydney,hybrid,4,631000,Full Time,3.3,0
2746,Uber,Full Stack Developer,m,40,Dubai,hybrid,2,588000,Full Time,2.3,1
2747,IBM,Full Stack Developer,m,19,Munich,onsite,3,554000,Full Time,0.6,0
2748,Wipro,Research Engineer,m,48,Munich,hybrid,4,429000,Full Time,2.7,1
2749,IBM,Back End Developer,m,38,London,hybrid,4,60000,Full Time,2.9,0
2750,Mastercard,Full Stack Developer,m,44,Sydney,hybrid,1,428000,Part-Time,2.3,1
2751,Microsoft,Python Developer,m,30,Bombay,onsite,4,295000,Intern,1.5,0
2752,Apple,Data Analyst,f,35,New York,hybrid,2,634000,Full Time,1.0,1
2753,Microsoft,Software Development Engineer,other,52,California,hybrid,1,545000,Full Time,2.8,0
2754,Mastercard,IOS Developer,other,21,Bombay,remote,3,911000,Part-Time,0.7,1
2755,Uber,Test Engineer,f,40,Bombay,onsite,4,776000,Part-Time,1.6,0
2756,Infosys,Software Development Engineer,f,45,Dubai,remote,5,267000,Part-Time,2.1,1
2757,Microsoft,Back End Developer,f,47,Manchester,remote,4,56000,Full Time,2.5,1
2758,Amazon,Software Development Engineer,m,28,Manchester,remote,5,692000,Part-Time,1.6,1
2759,Amazon,Test Engineer,m,22,Sydney,remote,5,464000,Full Time,4.4,1
2760,Cognizant,Back End Developer,f,23,New York,remote,2,365000,Part-Time,1.0,0
2761,Apple,Android Developer,f,34,Bombay,hybrid,3,436000,Full Time,4.0,1
2762,Google,Android Developer,m,37,Moscow,hybrid,5,640000,Intern,1.8,1
2763,Amazon,Back End Developer,f,22,Moscow,onsite,3,861000,Full Time,3.1,0
2764,IBM,Python Developer,f,51,London,onsite,5,648000,Intern,2.5,0
2765,Wipro,Software Development Engineer,m,50,Moscow,hybrid,2,893000,Full Time,4.2,0
2766,Cognizant,IOS Developer,m,54,Moscow,remote,5,479000,Full Time,4.8,1
2767,Microsoft,Full Stack Developer,m,41,Sydney,onsite,5,463000,Full Time,0.0,0
2768,Amazon,Data Analyst,m,39,Bombay,hybrid,2,922000,Part-Time,0.3,1
2769,Amazon,Research Engineer,other,43,London,hybrid,3,49000,Intern,3.6,0
2770,Google,Front End Developer,m,18,New York,hybrid,3,173000,Intern,3.7,0
2771,Amazon,Android Developer,other,47,Bombay,onsite,1,633000,Full Time,3.2,0
2772,Google,Data Analyst,m,52,Dubai,hybrid,3,435000,Intern,3.1,1
2773,Google,Android Developer,m,37,California,remote,1,885000,Full Time,1.3,0
2774,Apple,IOS Developer,f,26,Tokyo,onsite,2,903000,Full Time,3.7,1
2775,Infosys,Software Development Engineer,m,52,Moscow,remote,1,554000,Full Time,2.2,0
2776,Wipro,Android Developer,other,47,London,hybrid,4,875000,Part-Time,1.2,0
2777,Uber,Front End Developer,other,47,London,remote,1,954000,Full Time,1.3,0
2778,Mastercard,Data Analyst,f,27,Bombay,remote,5,249000,Full Time,0.3,0
2779,Uber,Front End Developer,f,23,Munich,onsite,1,50000,Full Time,0.6,1
2780,Google,Front End Developer,m,43,London,hybrid,5,486000,Full Time,4.7,1
2781,Mastercard,Full Stack Developer,m,29,Dubai,hybrid,2,326000,Full Time,1.5,0
2782,Apple,IOS Developer,f,32,Tokyo,onsite,3,408000,Full Time,4.5,1
2783,Apple,Software Development Engineer,m,29,Tokyo,onsite,1,925000,Full Time,1.7,0
2784,Google,Test Engineer,other,32,Sydney,remote,2,687000,Full Time,4.5,1
2785,Apple,Software Development Engineer,other,18,Manchester,onsite,4,259000,Part-Time,4.2,0
2786,Microsoft,Android Developer,m,38,London,hybrid,2,511000,Full Time,2.2,1
2787,Google,Data Analyst,other,50,Dubai,remote,3,380000,Intern,4.3,0
2788,Amazon,Python Developer,other,46,Dubai,hybrid,1,169000,Part-Time,2.3,1
2789,Mastercard,Data Analyst,f,41,Tokyo,onsite,1,806000,Full Time,2.4,1
2790,Cognizant,IOS Developer,f,50,Sydney,onsite,5,489000,Full Time,1.9,0
2791,Uber,Test Engineer,m,35,Munich,hybrid,2,919000,Part-Time,1.8,0
2792,Infosys,Python Developer,m,49,Tokyo,remote,1,52000,Full Time,1.0,1
2793,Amazon,Data Analyst,m,55,Moscow,hybrid,5,266000,Intern,4.5,1
2794,Microsoft,IOS Developer,m,23,London,remote,2,472000,Full Time,4.7,0
2795,Infosys,Software Development Engineer,f,19,Munich,hybrid,4,820000,Full Time,0.1,1
2796,Cognizant,Front End Developer,m,23,New York,onsite,1,100000,Part-Time,4.3,0
2797,Wipro,Back End Developer,m,18,California,remote,3,324000,Full Time,1.8,0
2798,Uber,Software Development Engineer,other,25,Manchester,hybrid,2,661000,Part-Time,0.8,0
2799,Apple,Back End Developer,other,39,Tokyo,remote,4,770000,Part-Time,4.4,1
2800,Cognizant,IOS Developer,other,32,Bombay,remote,2,376000,Intern,0.1,1
2801,Amazon,Android Developer,other,29,Munich,hybrid,4,755000,Intern,0.8,1
2802,Wipro,Data Analyst,other,42,California,onsite,1,468000,Part-Time,3.8,0
2803,Google,IOS Developer,m,26,Manchester,hybrid,4,723000,Intern,4.1,1
2804,Cognizant,Test Engineer,f,49,Tokyo,onsite,5,863000,Full Time,2.0,1
2805,Infosys,Android Developer,other,52,Sydney,hybrid,4,923000,Full Time,1.4,1
2806,Mastercard,Data Analyst,f,23,Dubai,remote,3,744000,Full Time,4.6,0
2807,Infosys,Full Stack Developer,other,48,Munich,remote,2,806000,Full Time,1.8,1
2808,Wipro,Android Developer,m,42,New York,onsite,5,819000,Part-Time,1.6,0
2809,Wipro,Test Engineer,f,23,Munich,remote,4,365000,Part-Time,1.1,1
2810,Uber,IOS Developer,m,21,California,hybrid,4,315000,Intern,0.6,1
2811,Infosys,IOS Developer,other,37,New York,onsite,5,646000,Part-Time,1.2,1
2812,Uber,Full Stack Developer,f,19,London,onsite,1,281000,Part-Time,2.5,1
2813,Infosys,IOS Developer,f,43,London,onsite,3,135000,Intern,0.9,0
2814,Wipro,Front End Developer,other,42,London,onsite,3,36000,Intern,0.1,0
2815,Microsoft,Full Stack Developer,m,40,Dubai,onsite,5,981000,Full Time,1.5,1
2816,Cognizant,Research Engineer,other,37,Munich,remote,1,67000,Part-Time,4.5,1
2817,Infosys,Research Engineer,m,22,London,remote,1,685000,Full Time,4.3,0
2818,IBM,IOS Developer,other,27,Tokyo,onsite,3,555000,Full Time,3.2,0
2819,Apple,Full Stack Developer,m,49,California,onsite,4,146000,Full Time,1.4,0
2820,Uber,Test Engineer,other,53,Moscow,hybrid,1,589000,Full Time,0.7,1
2821,Infosys,Software Development Engineer,f,30,London,hybrid,4,450000,Full Time,4.7,1
2822,Mastercard,Research Engineer,other,20,California,onsite,1,297000,Full Time,0.7,0
2823,Wipro,Python Developer,other,48,Munich,onsite,4,845000,Part-Time,3.5,1
2824,Apple,Data Analyst,m,50,Manchester,hybrid,2,343000,Part-Time,0.3,1
2825,Mastercard,Full Stack Developer,other,45,Munich,hybrid,2,611000,Intern,3.1,0
2826,Infosys,Front End Developer,other,34,London,remote,5,924000,Full Time,0.8,1
2827,Cognizant,Software Development Engineer,other,37,Bombay,hybrid,2,404000,Full Time,0.8,1
2828,Apple,Software Development Engineer,f,21,Bombay,onsite,5,559000,Part-Time,2.8,0
2829,IBM,Software Development Engineer,m,52,London,hybrid,3,212000,Part-Time,2.2,0
2830,Wipro,Python Developer,f,25,Bombay,remote,1,55000,Part-Time,2.3,1
2831,Microsoft,Python Developer,other,28,Moscow,remote,2,459000,Full Time,5.0,0
2832,Apple,Back End Developer,f,32,New York,onsite,5,998000,Full Time,2.4,1
2833,Uber,Software Development Engineer,f,42,Moscow,hybrid,2,321000,Part-Time,4.3,0
2834,Apple,Android Developer,f,45,Tokyo,onsite,3,555000,Full Time,4.2,1
2835,Google,IOS Developer,f,53,Sydney,remote,5,396000,Full Time,3.4,0
2836,Wipro,Back End Developer,other,28,Munich,remote,1,398000,Part-Time,2.9,0
2837,Apple,Software Development Engineer,other,18,Tokyo,hybrid,1,829000,Part-Time,2.9,0
2838,Uber,Research Engineer,f,49,Sydney,hybrid,5,159000,Full Time,1.6,0
2839,Cognizant,Research Engineer,other,41,Sydney,remote,4,93000,Part-Time,2.8,0
2840,Uber,Data Analyst,m,50,New York,remote,3,160000,Full Time,2.4,0
2841,Amazon,Python Developer,other,48,London,remote,1,786000,Part-Time,2.2,0
2842,Uber,Front End Developer,other,55,New York,remote,5,63000,Full Time,1.8,0
2843,Wipro,Data Analyst,other,27,Moscow,hybrid,1,337000,Intern,3.2,0
2844,IBM,IOS Developer,f,50,Tokyo,onsite,3,640000,Intern,0.4,0
2845,Infosys,Python Developer,f,29,Munich,onsite,2,842000,Intern,3.4,0
2846,Cognizant,Data Analyst,other,20,London,remote,4,139000,Part-Time,0.9,0
2847,Cognizant,Test Engineer,m,35,London,hybrid,3,75000,Full Time,1.2,1
2848,Amazon,Data Analyst,other,49,California,hybrid,1,613000,Part-Time,0.6,1
2849,Wipro,Data Analyst,m,42,Manchester,hybrid,3,191000,Intern,4.8,0
2850,Apple,Python Developer,m,46,Dubai,remote,4,403000,Part-Time,3.7,1
2851,Uber,Front End Developer,m,53,Tokyo,onsite,2,409000,Full Time,2.0,1
2852,Infosys,Data Analyst,m,42,Munich,remote,4,313000,Part-Time,1.7,1
2853,Amazon,Front End Developer,other,19,Bombay,onsite,1,750000,Full Time,4.6,1
2854,Wipro,IOS Developer,m,26,New York,hybrid,5,206000,Full Time,4.9,1
2855,Amazon,Data Analyst,f,45,Munich,onsite,1,245000,Intern,0.2,1
2856,Infosys,Research Engineer,f,26,London,hybrid,1,821000,Intern,5.0,0
2857,Cognizant,IOS Developer,other,51,California,remote,5,705000,Intern,3.8,0
2858,Uber,Python Developer,other,45,Moscow,onsite,2,410000,Intern,2.5,1
2859,Google,Full Stack Developer,f,28,California,hybrid,3,988000,Full Time,4.4,1
2860,Microsoft,Full Stack Developer,f,29,Manchester,remote,5,749000,Part-Time,1.3,0
2861,Uber,Data Analyst,m,21,New York,hybrid,5,152000,Full Time,4.1,0
2862,Mastercard,Data Analyst,f,37,Moscow,remote,1,560000,Part-Time,2.5,1
2863,IBM,Python Developer,f,31,Moscow,hybrid,2,860000,Full Time,4.1,1
2864,Infosys,Software Development Engineer,f,35,New York,hybrid,1,559000,Part-Time,0.2,1
2865,Mastercard,IOS Developer,f,51,London,hybrid,5,687000,Intern,0.2,0
2866,IBM,Python Developer,f,36,Tokyo,hybrid,3,861000,Full Time,0.3,0
2867,Amazon,Full Stack Developer,m,39,Manchester,hybrid,2,190000,Intern,2.9,0
2868,Microsoft,Full Stack Developer,other,43,Munich,hybrid,1,409000,Full Time,0.2,0
2869,Cognizant,Front End Developer,f,18,Sydney,hybrid,3,903000,Intern,1.4,0
2870,Google,Python Developer,m,54,Moscow,onsite,1,306000,Full Time,4.6,1
2871,Infosys,IOS Developer,f,20,New York,onsite,5,840000,Full Time,1.6,0
2872,Amazon,Test Engineer,other,33,Tokyo,remote,4,985000,Part-Time,4.9,0
2873,Amazon,Data Analyst,m,37,London,onsite,2,467000,Part-Time,3.2,1
2874,Google,Front End Developer,f,19,Tokyo,remote,4,516000,Part-Time,2.0,0
2875,Wipro,IOS Developer,m,32,Tokyo,remote,5,12000,Part-Time,3.7,1
2876,Mastercard,Front End Developer,m,32,California,onsite,1,601000,Part-Time,3.7,1
2877,Wipro,Test Engineer,f,50,Tokyo,hybrid,2,533000,Full Time,2.1,0
2878,Microsoft,Python Developer,m,21,Moscow,remote,2,675000,Full Time,1.4,1
2879,Cognizant,Test Engineer,m,48,California,hybrid,5,516000,Full Time,4.8,0
2880,IBM,Full Stack Developer,m,24,Sydney,onsite,1,725000,Part-Time,4.8,0
2881,IBM,Android Developer,m,33,Munich,remote,2,415000,Part-Time,2.2,1
2882,Google,Full Stack Developer,f,24,Dubai,hybrid,1,868000,Full Time,3.4,1
2883,Google,Full Stack Developer,f,38,Dubai,hybrid,1,421000,Full Time,4.5,0
2884,Wipro,Test Engineer,m,30,Munich,hybrid,2,604000,Part-Time,1.5,0
2885,Microsoft,Python Developer,f,39,Sydney,remote,5,861000,Part-Time,4.4,0
2886,Amazon,Test Engineer,other,42,Manchester,onsite,1,647000,Full Time,4.9,1
2887,Microsoft,Python Developer,f,35,London,remote,3,205000,Part-Time,3.0,1
2888,Microsoft,Test Engineer,m,33,Sydney,hybrid,5,560000,Full Time,2.8,0
2889,Mastercard,Full Stack Developer,f,24,Dubai,hybrid,4,625000,Part-Time,4.2,0
2890,Mastercard,Android Developer,m,19,Tokyo,hybrid,4,50000,Full Time,2.8,1
2891,Cognizant,Research Engineer,m,22,Manchester,hybrid,2,142000,Part-Time,1.5,0
2892,Amazon,Data Analyst,other,25,Tokyo,hybrid,3,99000,Full Time,1.6,0
2893,Cognizant,Research Engineer,other,29,Dubai,hybrid,1,630000,Intern,2.2,1
2894,Amazon,Test Engineer,f,26,Munich,hybrid,4,286000,Full Time,2.1,1
2895,IBM,Android Developer,other,34,Sydney,onsite,4,994000,Part-Time,4.1,0
2896,Uber,Test Engineer,m,29,Moscow,onsite,3,521000,Full Time,4.4,0
2897,Microsoft,IOS Developer,m,23,New York,remote,1,227000,Part-Time,0.1,1
2898,Mastercard,Software Development Engineer,other,45,Bombay,hybrid,3,416000,Part-Time,0.7,1
2899,Amazon,Test Engineer,m,39,Bombay,onsite,2,872000,Part-Time,4.0,0
2900,Uber,Back End Developer,f,31,California,remote,1,220000,Intern,0.1,0
2901,Infosys,Test Engineer,m,37,Sydney,hybrid,4,971000,Part-Time,3.2,0
2902,Microsoft,Full Stack Developer,other,28,New York,onsite,4,313000,Full Time,1.3,1
2903,Wipro,Test Engineer,f,21,Moscow,remote,3,689000,Part-Time,0.4,0
2904,Apple,IOS Developer,m,29,Sydney,hybrid,3,433000,Full Time,2.3,1
2905,Apple,Front End Developer,m,46,Moscow,remote,1,719000,Full Time,1.5,0
2906,Mastercard,Software Development Engineer,f,51,Bombay,onsite,2,509000,Intern,4.9,0
2907,Amazon,Android Developer,other,42,Manchester,onsite,2,405000,Part-Time,3.3,0
2908,Infosys,Test Engineer,m,21,Moscow,remote,5,125000,Full Time,1.5,1
2909,Mastercard,Android Developer,other,28,Sydney,hybrid,5,528000,Full Time,0.8,1
2910,Infosys,Front End Developer,f,21,Bombay,onsite,2,280000,Full Time,0.3,1
2911,Infosys,Test Engineer,other,34,Tokyo,onsite,3,375000,Full Time,0.1,0
2912,Microsoft,IOS Developer,other,48,California,hybrid,5,451000,Full Time,1.7,1
2913,Mastercard,Back End Developer,f,46,Munich,hybrid,3,952000,Full Time,2.6,1
2914,Amazon,Python Developer,other,35,New York,onsite,1,364000,Part-Time,1.3,1
2915,Amazon,Back End Developer,f,22,Moscow,hybrid,1,237000,Part-Time,0.2,0
2916,Infosys,Full Stack Developer,other,53,Munich,hybrid,1,515000,Intern,1.7,1
2917,Uber,Back End Developer,other,37,Manchester,onsite,2,935000,Intern,2.7,0
2918,IBM,Front End Developer,m,51,Dubai,onsite,2,624000,Full Time,1.4,0
2919,IBM,Full Stack Developer,m,46,Sydney,remote,5,900000,Full Time,4.8,0
2920,Uber,Test Engineer,other,31,New York,remote,3,101000,Part-Time,0.5,1
2921,Google,IOS Developer,other,30,New York,hybrid,1,409000,Full Time,0.2,1
2922,Apple,Test Engineer,m,26,Moscow,remote,4,180000,Full Time,4.8,0
2923,Cognizant,Software Development Engineer,other,55,Bombay,remote,4,335000,Full Time,1.3,1
2924,Uber,Research Engineer,m,34,London,hybrid,1,541000,Full Time,4.0,1
2925,Infosys,Research Engineer,f,20,London,hybrid,5,946000,Part-Time,2.6,1
2926,Google,IOS Developer,other,49,Munich,hybrid,3,888000,Intern,3.8,0
2927,Apple,Full Stack Developer,f,31,Bombay,remote,5,416000,Intern,2.1,0
2928,Cognizant,Python Developer,other,27,Dubai,remote,5,309000,Full Time,2.7,1
2929,Amazon,IOS Developer,other,50,Bombay,remote,2,479000,Intern,3.1,1
2930,Infosys,Back End Developer,m,52,California,hybrid,1,344000,Part-Time,3.5,0
2931,Infosys,IOS Developer,other,43,Munich,remote,4,201000,Part-Time,2.6,0
2932,Mastercard,Full Stack Developer,f,20,Moscow,onsite,3,442000,Part-Time,3.4,0
2933,Uber,Python Developer,f,18,London,onsite,4,31000,Part-Time,0.7,1
2934,IBM,Research Engineer,f,46,Bombay,onsite,2,235000,Intern,0.0,0
2935,Wipro,Android Developer,m,30,Tokyo,onsite,2,831000,Full Time,2.9,0
2936,Apple,Software Development Engineer,f,37,Sydney,remote,5,508000,Intern,2.7,1
2937,Amazon,Data Analyst,other,43,Munich,onsite,5,818000,Part-Time,0.3,0
2938,Cognizant,Research Engineer,other,30,Bombay,onsite,3,872000,Full Time,2.5,0
2939,Microsoft,Python Developer,m,24,Munich,hybrid,5,695000,Part-Time,2.7,0
2940,Cognizant,Research Engineer,m,22,London,remote,1,526000,Full Time,1.9,1
2941,Mastercard,Back End Developer,m,38,Munich,remote,2,915000,Intern,0.1,0
2942,IBM,Android Developer,other,53,Bombay,remote,5,673000,Part-Time,0.9,0
2943,Amazon,Test Engineer,f,24,Sydney,onsite,2,82000,Full Time,3.2,0
2944,Uber,Full Stack Developer,f,29,Munich,onsite,5,305000,Full Time,4.2,0
2945,Wipro,Research Engineer,m,27,London,remote,2,787000,Intern,4.7,1
2946,Wipro,Full Stack Developer,m,21,Bombay,remote,4,186000,Intern,3.5,0
2947,Microsoft,Front End Developer,m,53,Dubai,hybrid,2,242000,Full Time,1.8,0
2948,Infosys,Back End Developer,other,34,California,hybrid,3,539000,Full Time,3.8,1
2949,Wipro,IOS Developer,m,35,Manchester,onsite,4,561000,Full Time,2.8,0
2950,Wipro,Test Engineer,m,29,Sydney,hybrid,1,996000,Intern,2.1,1
2951,Amazon,Software Development Engineer,f,53,Tokyo,hybrid,5,717000,Full Time,4.0,0
2952,Wipro,IOS Developer,m,26,Bombay,hybrid,1,590000,Full Time,0.3,0
2953,Amazon,Full Stack Developer,other,34,Bombay,hybrid,4,169000,Full Time,4.9,0
2954,Wipro,Front End Developer,m,42,New York,onsite,4,299000,Full Time,1.3,1
2955,Uber,Software Development Engineer,m,18,Bombay,onsite,4,188000,Part-Time,3.3,0
2956,Google,Full Stack Developer,other,44,Tokyo,remote,5,351000,Full Time,3.5,1
2957,Cognizant,Python Developer,other,49,Munich,remote,4,915000,Full Time,3.2,0
2958,Amazon,IOS Developer,m,35,Bombay,remote,4,195000,Full Time,4.2,0
2959,Apple,Front End Developer,f,36,Moscow,remote,3,819000,Full Time,1.5,0
2960,Mastercard,Test Engineer,m,44,Moscow,remote,4,599000,Part-Time,2.1,0
2961,Wipro,Back End Developer,m,52,New York,onsite,3,625000,Part-Time,4.5,0
2962,IBM,Back End Developer,other,26,Manchester,remote,2,231000,Part-Time,1.3,0
2963,Apple,IOS Developer,m,52,New York,hybrid,2,785000,Part-Time,0.3,0
2964,Apple,Data Analyst,m,30,California,hybrid,1,397000,Full Time,3.3,0
2965,Cognizant,Python Developer,m,29,California,remote,1,539000,Full Time,1.7,0
2966,Infosys,Android Developer,m,28,Sydney,hybrid,5,219000,Full Time,2.4,0
2967,Wipro,Android Developer,f,38,Dubai,onsite,5,383000,Full Time,3.7,1
2968,Google,Back End Developer,other,19,Manchester,remote,1,494000,Full Time,4.9,1
2969,Apple,IOS Developer,m,27,London,remote,1,827000,Full Time,1.0,1
2970,Mastercard,IOS Developer,f,50,Sydney,onsite,4,25000,Full Time,1.1,0
2971,Apple,Research Engineer,f,21,Dubai,onsite,4,793000,Part-Time,4.5,0
2972,Uber,Research Engineer,m,37,Munich,onsite,3,755000,Part-Time,0.2,0
2973,Microsoft,Front End Developer,f,37,New York,hybrid,4,769000,Intern,2.0,1
2974,Uber,Full Stack Developer,other,38,Tokyo,onsite,4,900000,Full Time,1.4,1
2975,Mastercard,Back End Developer,m,52,California,remote,5,656000,Full Time,1.1,1
2976,Amazon,Android Developer,other,29,Munich,hybrid,5,267000,Part-Time,3.8,0
2977,Google,Full Stack Developer,other,42,Tokyo,hybrid,1,24000,Full Time,3.2,0
2978,Wipro,Test Engineer,m,32,Dubai,remote,2,861000,Full Time,2.1,1
2979,Infosys,Test Engineer,other,45,Moscow,remote,3,201000,Part-Time,0.3,0
2980,Microsoft,Full Stack Developer,m,25,Tokyo,onsite,5,652000,Part-Time,1.5,0
2981,Mastercard,Research Engineer,other,32,London,remote,5,741000,Full Time,3.3,0
2982,Infosys,Test Engineer,m,25,Munich,onsite,1,330000,Full Time,3.4,0
2983,Microsoft,Software Development Engineer,m,35,Moscow,remote,2,580000,Full Time,2.3,0
2984,Google,Research Engineer,m,29,London,remote,4,191000,Full Time,0.0,1
2985,IBM,Back End Developer,f,47,Sydney,hybrid,2,815000,Intern,0.3,0
2986,Amazon,Data Analyst,f,33,California,hybrid,1,14000,Part-Time,2.6,0
2987,Google,Front End Developer,other,42,Sydney,hybrid,5,917000,Full Time,2.8,0
2988,Mastercard,Front End Developer,m,37,Dubai,onsite,5,840000,Full Time,2.5,0
2989,Infosys,Software Development Engineer,other,42,New York,hybrid,3,537000,Intern,2.6,0
2990,Infosys,Full Stack Developer,m,54,Dubai,onsite,3,431000,Part-Time,4.3,0
2991,Mastercard,Test Engineer,other,35,Manchester,onsite,3,243000,Full Time,2.1,1
2992,IBM,Research Engineer,f,33,London,hybrid,4,546000,Intern,4.5,0
2993,Amazon,Software Development Engineer,f,44,Sydney,hybrid,4,416000,Intern,4.8,0
2994,Mastercard,Python Developer,f,22,Munich,hybrid,4,675000,Full Time,2.7,1
